#Gene	Name/Description	Isoforms	2 T1 MeanExpLevel	2 T2 MeanExpLevel	2 T3 MeanExpLevel
MED29	MED29	2	183.42	191.69	177.93
MED30	MED30	1	22.14	22.45	22.55
MED31	MED31	3	64.69	73.61	77.95
MED4	MED4	3	214.22	237.48	248.19
MED6	MED6	7	235.19	234.71	234.11
MED7	MED7	2	105.72	112.76	143.98
MED8	MED8	2	171.78	203.88	223.16
MED9	MED9	1	102.36	117.95	107.08
MEF2A	MEF2A	11	948.28	1026.13	1395.69
MEF2C	MEF2C	1	10.2	20.47	7.61
MEF2D	MEF2D	2	136.35	90.72	100.02
MEGF10	MEGF10	1	31.94	28.14	47.91
MEGF6	MEGF6	5	193.57	138.51	148.78
MEGF8	MEGF8	1	226.95	168.57	208.29
MEGF9	MEGF9	1	1328.14	1449.07	706.21
MEIOB	MEIOB	2	68.8	67.56	74.93
MEIS1	MEIS1	1	8.95	10.07	17.68
MEIS2	MEIS2	3	60.24	51.66	57.89
MEIS3	MEIS3	1	18.19	15.19	9.83
MELTF	MELTF	1	38.95	35.64	32.93
MEMO1	MEMO1	3	124.03	132.1	86.98
MEN1	MEN1	2	54.0	35.85	33.47
MEPCE	MEPCE	2	416.55	361.12	364.7
MERTK	MERTK	4	416.88	442.63	321.24
MESD	MESD	2	287.57	286.56	311.91
MESP1	MESP1	1	242.12	152.27	179.28
MEST	MEST	5	191.61	207.39	276.06
MET	MET	4	1234.83	1575.57	2321.34
METAP1	METAP1	4	197.8	229.84	145.31
METAP1D	METAP1D	5	132.42	154.75	200.48
METAP2	METAP2	3	417.19	467.23	383.31
METRNL	METRNL	1	15.79	9.11	13.35
METTL1	METTL1	6	124.6	136.73	139.97
METTL14	METTL14	6	281.79	301.22	322.49
METTL15	METTL15	2	128.26	115.87	116.53
METTL16	METTL16	2	244.17	266.89	368.85
METTL17	METTL17	3	69.68	79.25	50.26
METTL18	METTL18	1	20.92	19.9	23.69
METTL21A	METTL21A	5	90.88	103.52	81.8
METTL22	METTL22	2	96.82	105.37	58.03
METTL23	METTL23	2	34.58	30.29	25.15
METTL24_DDO	METTL24_DDO	1	25.09	17.83	20.66
METTL25	METTL25	10	274.44	284.81	573.83
METTL26	METTL26	3	86.23	80.24	62.22
METTL27	METTL27	3	170.7	159.39	111.24
METTL2A	METTL2A	2	79.27	80.15	82.2
METTL3	METTL3	4	54.64	72.87	73.09
METTL4	METTL4	1	9.63	17.2	20.17
METTL5	METTL5	4	99.7	101.76	116.14
METTL6	METTL6	5	142.34	181.53	241.34
METTL7A	METTL7A	1	33.8	30.67	27.79
METTL7B	METTL7B	3	490.97	441.2	498.1
METTL8	METTL8	6	212.48	204.44	164.45
METTL9	METTL9	4	286.2	325.39	272.58
MEX3C	MEX3C	1	227.88	219.94	146.3
MEX3D	MEX3D	1	16.62	21.45	29.09
MFAP1	MFAP1	2	109.12	129.43	133.47
MFAP3	MFAP3	1	286.18	309.35	197.55
MFAP4	MFAP4	1	22.48	19.38	18.92
MFAP5	MFAP5	2	37.89	37.3	45.61
MFF	MFF	12	506.61	625.13	499.09
MFGE8	MFGE8	1	64.14	80.56	62.49
MFHAS1	MFHAS1	4	333.93	369.53	311.48
MFN1	MFN1	3	916.16	1017.75	845.37
MFN2	MFN2	6	526.59	418.72	392.77
MFNG	MFNG	2	53.35	67.57	47.92
MFSD1	MFSD1	6	818.57	1024.63	655.31
MFSD10	MFSD10	1	19.4	10.12	11.79
MFSD11	MFSD11	6	470.08	442.67	359.46
MFSD12	MFSD12	1	83.66	69.31	65.06
MFSD13A	MFSD13A	6	342.81	321.85	249.81
MFSD14A	MFSD14A	6	348.15	390.6	438.25
MFSD14B	MFSD14B	3	136.87	133.7	174.42
MFSD2A	MFSD2A	2	1176.4	1584.92	899.25
MFSD2B	MFSD2B	1	18.14	13.12	9.02
MFSD3	MFSD3	1	60.44	58.59	39.58
MFSD4B	MFSD4B	1	24.91	24.13	32.17
MFSD5	MFSD5	1	73.69	74.21	68.58
MFSD6	MFSD6	1	16.95	17.78	10.5
MFSD8	MFSD8	6	503.46	488.86	362.78
MFSD9	MFSD9	2	242.78	256.17	225.6
MGA	MGA	6	1011.03	952.99	1157.16
MGAT1	MGAT1	3	659.71	652.64	839.85
MGAT2	MGAT2	1	776.27	820.51	832.24
MGAT4A	MGAT4A	2	61.39	50.73	45.9
MGAT4B	MGAT4B	2	297.84	262.98	340.53
MGAT5	MGAT5	3	53.75	55.23	45.76
MGLL	MGLL	11	1760.1	1866.94	555.64
MGME1	MGME1	2	109.69	110.91	88.25
MGMT	MGMT	2	253.14	232.91	187.9
MGP	MGP	1	77.92	85.09	65.37
MGRN1	MGRN1	5	215.71	207.05	243.64
MGST1	MGST1	9	10260.98	10238.29	5559.02
MGST2	MGST2	5	1517.24	1410.72	2064.09
MGST3	MGST3	1	84.45	113.8	93.12
MIA2	MIA2	12	2690.34	2822.41	2004.45
MIA3	MIA3	13	2603.77	3034.73	2338.44
MIA_SNRPA	MIA_SNRPA	2	74.75	52.66	43.26
MIB1	MIB1	2	475.28	496.49	455.49
MIB2	MIB2	1	115.24	104.73	98.87
MICAL1	MICAL1	1	4.23	14.39	4.12
MICAL3	MICAL3	1	402.73	379.03	719.35
MICALL1	MICALL1	1	83.97	67.07	109.04
MICALL2	MICALL2	3	87.45	74.73	72.39
MICU1	MICU1	6	294.55	299.08	310.28
MICU2	MICU2	8	368.96	388.88	397.0
MICU3	MICU3	2	74.6	84.11	103.31
MID1	MID1	1	78.92	78.54	67.39
MID1IP1	MID1IP1	1	56.97	39.99	21.08
MID2	MID2	3	59.27	86.06	63.74
MIDN	MIDN	3	56.5	59.43	100.61
MIEF1	MIEF1	4	495.89	481.71	561.53
MIEF2	MIEF2	2	53.63	41.97	47.67
MIEN1	MIEN1	1	242.45	246.54	207.46
MIER1	MIER1	8	445.07	421.68	569.32
MIER2	MIER2	1	15.27	5.25	10.05
MIER3	MIER3	1	171.24	193.35	209.62
MIF	MIF	1	376.68	390.04	308.18
MIF4GD	MIF4GD	2	418.0	439.34	347.46
MIF4GD_GGA3	MIF4GD_GGA3	2	138.48	122.05	81.08
MIGA1	MIGA1	1	13.65	15.85	35.39
MIGA2	MIGA2	7	529.13	622.49	710.59
MIIP	MIIP	2	79.41	59.11	20.95
MINDY1	MINDY1	3	207.29	180.3	150.68
MINDY2	MINDY2	2	399.73	363.75	426.1
MINDY3	MINDY3	3	61.07	60.89	84.5
MINK1	MINK1	5	445.64	345.46	324.85
MINOS1	MINOS1	3	237.44	220.05	252.34
MINPP1	MINPP1	1	250.54	329.49	303.56
MIOS	MIOS	3	196.19	208.49	259.98
MIOX	MIOX	1	24.11	19.06	21.63
MIPEP	MIPEP	1	56.02	71.89	78.5
MIPOL1	MIPOL1	2	70.03	95.96	154.49
MIS12	MIS12	3	47.6	33.98	51.9
MIS18BP1	MIS18BP1	1	15.78	17.8	22.59
MISP	MISP	1	27.13	25.25	25.42
MISP3	MISP3	1	11.02	15.08	13.05
MITD1	MITD1	1	18.26	16.74	12.62
MITF	MITF	6	455.93	462.29	360.28
MKKS	MKKS	5	214.87	214.61	189.03
MKLN1	MKLN1	12	858.07	980.69	777.37
MKNK1	MKNK1	2	59.42	59.32	55.13
MKNK2	MKNK2	1	771.8	560.99	357.54
MKRN1	MKRN1	3	530.84	521.25	382.2
MKRN2	MKRN2	5	311.28	303.43	334.72
MKS1	MKS1	1	15.33	21.11	24.79
MLEC	MLEC	2	1756.72	1834.38	2659.72
MLF1	MLF1	1	26.82	15.61	21.36
MLF2	MLF2	5	532.98	517.7	462.57
MLH1	MLH1	6	145.46	164.36	190.98
MLH3	MLH3	4	103.03	133.25	145.71
MLIP	MLIP	3	2.62	3.07	114.88
MLLT1	MLLT1	1	76.97	52.35	82.88
MLLT10	MLLT10	10	627.35	614.22	488.77
MLLT3	MLLT3	1	19.93	12.31	5.68
MLLT6	MLLT6	1	208.67	183.95	209.75
MLST8	MLST8	2	73.35	59.55	60.53
MLX	MLX	5	183.5	185.74	118.5
MLXIP	MLXIP	4	381.61	340.05	330.78
MLXIPL	MLXIPL	13	742.65	562.32	573.7
MLYCD	MLYCD	1	230.91	245.27	159.42
MMAA	MMAA	2	117.21	110.87	87.7
MMAB	MMAB	3	57.49	58.27	61.51
MMACHC	MMACHC	1	18.52	15.84	16.59
MMADHC	MMADHC	10	694.34	794.13	691.06
MMD	MMD	2	26.01	43.36	39.38
MME	MME	8	1258.65	1128.29	154.75
MMGT1	MMGT1	3	162.93	182.3	161.51
MMP11	MMP11	4	89.72	53.87	140.95
MMP12	MMP12	2	131.61	161.01	151.57
MMP14	MMP14	1	107.94	97.79	92.72
MMP15	MMP15	1	342.84	291.62	218.6
MMP19	MMP19	4	417.62	396.07	366.58
MMP2	MMP2	2	207.4	148.19	165.17
MMP24OS	MMP24OS	2	64.84	45.18	46.42
MMRN1	MMRN1	1	61.41	73.75	52.18
MMRN2	MMRN2	2	86.9	103.9	81.82
MMS19	MMS19	7	170.68	153.92	179.33
MMS22L	MMS22L	1	13.5	14.94	20.05
MN1	MN1	1	28.73	20.26	8.89
MNAT1	MNAT1	5	85.81	106.81	135.24
MNT	MNT	1	136.23	90.76	73.28
MOAP1	MOAP1	1	106.36	133.32	135.52
MOB1A	MOB1A	4	315.66	357.1	326.72
MOB1B	MOB1B	2	72.35	87.71	110.53
MOB2	MOB2	1	69.0	46.4	31.99
MOB3A	MOB3A	1	30.28	32.91	27.83
MOB3B	MOB3B	3	203.02	190.47	147.71
MOB3C	MOB3C	2	43.96	42.13	30.87
MOCOS	MOCOS	1	71.45	57.7	31.22
MOCS1	MOCS1	7	951.91	831.06	541.88
MOCS2	MOCS2	7	711.64	788.0	715.73
MOCS3	MOCS3	1	86.44	97.52	82.76
MOGAT3	MOGAT3	9	2179.89	2159.97	1760.64
MOGS	MOGS	2	119.28	142.82	170.85
MOK	MOK	1	14.26	9.97	8.08
MON1A	MON1A	1	37.32	39.91	38.69
MON1B	MON1B	1	167.53	150.99	156.29
MON2	MON2	4	821.32	910.28	730.04
MORC2	MORC2	6	274.18	241.62	186.17
MORC3	MORC3	3	239.01	287.37	327.8
MORC4	MORC4	2	82.9	102.54	81.52
MORF4L1	MORF4L1	8	758.47	883.83	1072.14
MORF4L2	MORF4L2	4	556.1	676.17	860.74
MOSMO	MOSMO	3	121.62	119.22	126.81
MOSPD1	MOSPD1	4	140.2	162.21	170.07
MOSPD2	MOSPD2	3	308.53	275.96	219.09
MOSPD3	MOSPD3	2	31.21	29.05	18.79
MOV10	MOV10	2	131.83	132.85	106.31
MPC1	MPC1	4	916.43	1102.48	2487.11
MPC2	MPC2	3	515.75	610.07	698.17
MPDU1	MPDU1	2	187.16	173.83	164.01
MPDZ	MPDZ	9	738.01	792.69	560.35
MPEG1	MPEG1	3	845.76	822.0	418.22
MPG	MPG	4	149.59	138.01	129.93
MPHOSPH10	MPHOSPH10	2	200.27	194.74	187.36
MPHOSPH6	MPHOSPH6	3	70.68	76.02	84.33
MPHOSPH8	MPHOSPH8	4	131.45	139.97	141.69
MPHOSPH9	MPHOSPH9	6	213.63	167.04	103.94
MPI	MPI	1	25.57	20.42	13.6
MPL	MPL	1	22.28	18.35	22.03
MPLKIP	MPLKIP	1	137.51	144.22	115.39
MPND	MPND	2	218.65	184.31	106.17
MPP1	MPP1	7	269.72	279.73	211.97
MPP2	MPP2	2	140.99	133.95	121.37
MPP3	MPP3	1	28.37	22.63	30.24
MPP4	MPP4	1	18.21	12.89	8.48
MPP6	MPP6	5	211.63	222.75	274.31
MPP7	MPP7	7	298.6	324.94	351.7
MPPE1	MPPE1	2	33.03	41.61	28.4
MPRIP	MPRIP	6	489.24	422.22	448.91
MPST	MPST	5	774.87	665.99	689.66
MPV17L2	MPV17L2	2	26.1	32.21	27.23
MPZL1	MPZL1	3	265.57	254.88	358.53
MPZL2	MPZL2	4	130.25	151.34	132.62
MPZL3	MPZL3	2	109.73	104.55	94.34
MRAS	MRAS	1	37.63	44.21	92.93
MRC1	MRC1	3	1198.8	1577.42	666.17
MRC2	MRC2	2	39.38	29.39	21.38
MRE11	MRE11	6	430.15	432.34	389.01
MREG	MREG	2	389.97	580.91	685.81
MRFAP1	MRFAP1	2	729.69	669.65	848.88
MRGBP	MRGBP	1	52.64	47.34	48.08
MRI1	MRI1	3	265.7	283.27	246.32
MRLN	MRLN	1	21.51	17.74	25.51
MRM1	MRM1	1	47.06	36.15	34.34
MRM2	MRM2	1	30.92	31.66	38.99
MRM3	MRM3	2	70.07	77.37	62.86
MRNIP	MRNIP	1	49.29	46.31	40.64
MROH1	MROH1	9	622.58	567.63	673.95
MRPL1	MRPL1	1	105.46	125.35	101.09
MRPL10	MRPL10	2	143.8	130.67	102.6
MRPL11	MRPL11	1	114.58	138.02	126.47
MRPL12	MRPL12	1	167.18	189.63	142.16
MRPL13	MRPL13	1	84.28	84.33	72.04
MRPL14	MRPL14	1	174.56	154.83	176.06
MRPL15	MRPL15	6	156.42	181.7	185.06
MRPL16	MRPL16	4	250.36	291.29	234.06
MRPL17	MRPL17	1	187.79	205.15	184.28
MRPL18	MRPL18	4	289.0	302.04	254.43
MRPL19	MRPL19	1	275.76	302.38	235.72
MRPL2	MRPL2	1	98.32	90.04	77.17
MRPL20	MRPL20	3	270.64	325.05	262.19
MRPL21	MRPL21	1	131.17	138.98	108.89
MRPL22	MRPL22	5	462.15	455.21	587.81
MRPL23	MRPL23	3	157.34	177.61	184.93
MRPL24	MRPL24	6	250.23	230.55	240.23
MRPL27	MRPL27	4	244.84	261.66	252.8
MRPL28	MRPL28	3	155.6	149.94	96.25
MRPL3	MRPL3	1	284.92	338.6	288.43
MRPL30	MRPL30	4	120.06	142.59	139.02
MRPL32	MRPL32	2	104.57	119.34	105.59
MRPL33	MRPL33	2	54.72	57.29	60.86
MRPL34	MRPL34	1	73.16	83.16	53.02
MRPL35	MRPL35	4	166.15	163.09	172.82
MRPL36	MRPL36	2	68.95	79.98	59.13
MRPL37	MRPL37	2	461.64	479.6	363.87
MRPL38	MRPL38	3	276.46	266.48	239.62
MRPL39	MRPL39	6	252.3	261.45	217.13
MRPL4	MRPL4	4	209.78	207.78	211.79
MRPL40	MRPL40	3	186.1	214.22	177.71
MRPL42	MRPL42	4	283.9	299.15	228.76
MRPL43	MRPL43	2	254.22	310.41	303.63
MRPL44	MRPL44	1	111.72	113.02	95.82
MRPL45	MRPL45	2	203.72	219.47	175.3
MRPL46	MRPL46	2	100.89	107.14	111.15
MRPL47	MRPL47	3	96.21	114.97	75.2
MRPL48	MRPL48	2	119.45	131.54	122.62
MRPL49	MRPL49	3	294.72	320.52	294.76
MRPL50	MRPL50	1	169.09	214.38	130.68
MRPL51	MRPL51	2	186.4	200.06	205.3
MRPL52	MRPL52	2	191.76	190.42	216.09
MRPL53	MRPL53	2	161.26	137.17	175.43
MRPL54	MRPL54	2	114.38	111.18	151.07
MRPL55	MRPL55	2	173.73	190.38	131.01
MRPL57	MRPL57	2	234.2	252.61	202.45
MRPL58	MRPL58	2	103.79	110.56	121.19
MRPL9	MRPL9	3	214.91	233.81	196.98
MRPS10	MRPS10	5	237.14	243.77	186.6
MRPS11	MRPS11	1	63.55	62.64	52.81
MRPS12	MRPS12	2	140.77	134.14	90.98
MRPS14	MRPS14	1	138.06	138.01	97.27
MRPS15	MRPS15	4	319.05	345.99	239.79
MRPS17	MRPS17	2	95.03	110.5	93.2
MRPS18A	MRPS18A	3	172.02	167.15	133.34
MRPS18B	MRPS18B	3	330.33	346.66	292.49
MRPS18C	MRPS18C	3	118.74	131.86	149.49
MRPS2	MRPS2	1	95.55	101.43	70.24
MRPS21	MRPS21	2	195.22	246.43	207.78
MRPS22	MRPS22	7	169.35	196.4	181.98
MRPS23	MRPS23	2	82.35	87.37	74.56
MRPS24	MRPS24	3	221.55	235.81	230.07
MRPS25	MRPS25	2	172.29	182.46	161.07
MRPS26	MRPS26	1	94.46	115.3	106.79
MRPS27	MRPS27	5	311.13	332.53	271.13
MRPS28	MRPS28	1	155.6	155.66	145.67
MRPS30	MRPS30	3	177.26	168.71	153.34
MRPS31	MRPS31	3	404.69	404.07	316.6
MRPS33	MRPS33	2	324.71	324.22	306.39
MRPS34	MRPS34	1	87.36	100.26	78.31
MRPS35	MRPS35	1	683.93	635.6	745.9
MRPS36	MRPS36	1	205.55	237.05	124.87
MRPS5	MRPS5	5	270.8	253.73	247.25
MRPS6	MRPS6	1	60.4	79.58	148.57
MRPS7	MRPS7	1	139.14	136.56	153.11
MRPS9	MRPS9	3	350.35	428.62	325.82
MRRF	MRRF	4	101.53	120.34	124.19
MRS2	MRS2	2	48.81	60.42	46.86
MRTFA	MRTFA	4	87.24	106.42	98.73
MRTFB	MRTFB	4	222.46	203.83	294.45
MRTO4	MRTO4	2	184.7	220.26	205.89
MS4A10	MS4A10	2	71.76	86.47	48.28
MS4A4A	MS4A4A	1	142.28	171.14	96.61
MSANTD2	MSANTD2	5	122.03	131.97	151.21
MSANTD3	MSANTD3	1	26.08	19.18	38.96
MSH2	MSH2	1	37.91	54.89	50.04
MSH3	MSH3	4	267.57	245.16	238.06
MSH6	MSH6	3	370.79	406.24	336.17
MSI2	MSI2	4	215.17	221.15	251.54
MSL1	MSL1	1	200.81	192.55	214.01
MSL2	MSL2	1	247.85	230.63	281.18
MSL3	MSL3	6	143.09	130.98	141.2
MSMO1	MSMO1	5	1938.15	1404.87	679.17
MSN	MSN	5	440.2	433.47	520.54
MSR1	MSR1	6	181.53	164.03	113.95
MSRA	MSRA	6	1477.29	1634.86	1293.17
MSRB1	MSRB1	3	382.52	349.57	150.59
MSRB2	MSRB2	2	195.79	245.29	208.9
MSRB3	MSRB3	1	16.06	16.65	9.22
MSS51	MSS51	2	31.94	32.54	39.1
MST1	MST1	5	1028.72	1092.94	885.09
MTA1	MTA1	1	120.3	98.8	112.35
MTA2	MTA2	2	212.64	222.62	204.2
MTA3	MTA3	1	9.78	10.69	15.46
MTAP	MTAP	3	325.86	315.91	230.27
MTBP	MTBP	1	16.9	25.73	25.76
MTCH1	MTCH1	2	806.3	802.73	597.34
MTCH2	MTCH2	9	911.17	839.72	578.65
MTCL1	MTCL1	2	37.79	38.28	35.04
MTDH	MTDH	3	487.45	625.91	545.41
MTERF1	MTERF1	3	200.42	222.13	210.37
MTERF2	MTERF2	2	92.36	84.57	74.0
MTERF3	MTERF3	2	55.2	62.51	73.47
MTERF4	MTERF4	2	117.64	113.53	134.62
MTERF4_PASK	MTERF4_PASK	1	16.0	9.44	7.75
MTF1	MTF1	1	216.55	215.74	206.76
MTF2	MTF2	2	81.48	111.5	118.27
MTFMT	MTFMT	4	228.21	229.74	209.25
MTFP1	MTFP1	5	246.31	201.14	206.55
MTFR1	MTFR1	6	257.07	264.83	214.22
MTFR1L	MTFR1L	6	259.96	237.41	281.51
MTG1	MTG1	7	261.39	278.11	568.65
MTG2	MTG2	4	60.08	51.89	63.9
MTHFD1L	MTHFD1L	2	88.72	85.47	62.29
MTHFR	MTHFR	3	31.99	39.2	67.69
MTHFSD	MTHFSD	6	520.77	428.16	563.66
MTIF2	MTIF2	5	208.44	229.6	206.88
MTIF3	MTIF3	4	187.17	217.31	217.55
MTLN	MTLN	2	95.69	95.86	85.92
MTM1	MTM1	4	109.99	129.46	100.28
MTMR1	MTMR1	4	201.54	176.66	184.83
MTMR10	MTMR10	6	492.43	522.95	475.06
MTMR12	MTMR12	3	103.33	109.22	110.7
MTMR14	MTMR14	4	195.51	178.64	131.56
MTMR2	MTMR2	2	36.81	36.75	28.05
MTMR3	MTMR3	8	508.95	486.32	589.9
MTMR4	MTMR4	8	1538.49	1231.0	858.7
MTMR6	MTMR6	6	378.86	503.84	426.12
MTMR7	MTMR7	3	125.36	141.05	117.8
MTMR9	MTMR9	1	62.29	72.54	68.53
MTO1	MTO1	4	123.62	137.89	117.84
MTOR	MTOR	6	413.27	410.39	482.66
MTPAP	MTPAP	4	216.93	247.18	217.16
MTPN	MTPN	2	163.71	212.08	197.15
MTPN_LUZP6	MTPN_LUZP6	2	437.32	420.73	395.51
MTR	MTR	6	488.78	548.98	740.93
MTREX	MTREX	2	452.37	466.73	455.34
MTRF1	MTRF1	6	246.23	215.82	173.85
MTRF1L	MTRF1L	2	63.75	80.01	46.86
MTRR	MTRR	2	90.61	75.47	116.13
MTSS1	MTSS1	7	1184.61	1178.82	1771.99
MTSS1L	MTSS1L	1	94.33	75.22	81.36
MTTP	MTTP	3	3927.84	4303.97	3280.51
MTURN	MTURN	1	209.75	216.29	232.44
MTUS1	MTUS1	13	1238.77	1568.59	2290.74
MTX1	MTX1	1	178.46	194.93	165.65
MTX2	MTX2	3	94.42	100.25	118.19
MTX3	MTX3	3	1225.38	1123.49	1379.79
MUL1	MUL1	1	160.4	127.03	106.01
MUM1L1	MUM1L1	1	15.03	3.59	8.94
MUS81	MUS81	2	50.07	60.63	72.44
MUT	MUT	8	1746.63	1789.14	802.98
MVB12A	MVB12A	3	120.43	109.27	91.07
MVB12B	MVB12B	3	90.26	51.54	62.54
MVD	MVD	2	396.27	235.17	70.2
MVK	MVK	2	126.56	72.9	28.47
MVP	MVP	3	222.57	173.98	166.77
MX1	MX1	3	144.56	136.97	67.11
MX2	MX2	1	52.72	49.3	25.5
MXD1	MXD1	1	125.09	129.03	134.69
MXD4	MXD4	1	323.1	277.8	238.97
MXI1	MXI1	3	290.38	361.85	228.31
MXRA5	MXRA5	1	135.57	112.34	127.89
MXRA7	MXRA7	1	21.36	19.91	12.95
MXRA8	MXRA8	1	73.88	61.28	61.37
MYADM	MYADM	2	78.95	84.52	110.66
MYBBP1A	MYBBP1A	2	276.64	273.91	287.34
MYBPC1	MYBPC1	3	152.56	92.85	82.46
MYC	MYC	3	146.1	286.1	388.86
MYCBP	MYCBP	2	285.6	367.1	333.69
MYCBP2	MYCBP2	3	936.07	1073.34	1078.99
MYCL	MYCL	1	50.75	58.1	31.88
MYCT1	MYCT1	1	52.89	47.07	33.95
MYD88	MYD88	3	146.66	146.85	136.78
MYDGF	MYDGF	3	155.36	146.29	188.63
MYH10	MYH10	6	196.52	202.3	149.47
MYH11	MYH11	1	40.01	41.56	25.49
MYH14	MYH14	1	819.61	601.32	739.73
MYH7B	MYH7B	1	53.43	35.07	54.13
MYH9	MYH9	1	4192.74	3548.95	3947.73
MYL2	MYL2	1	171.63	23.82	26.12
MYL6	MYL6	7	1503.09	1518.63	1436.63
MYL6B	MYL6B	1	21.99	19.26	19.14
MYL9	MYL9	3	173.43	153.13	215.44
MYLIP	MYLIP	2	290.26	270.31	279.23
MYLK	MYLK	10	1963.03	1783.4	1874.34
MYLK3	MYLK3	2	117.72	75.88	94.4
MYLK4	MYLK4	1	8.81	9.28	37.5
MYNN	MYNN	4	212.08	267.42	333.85
MYO10	MYO10	1	205.1	177.63	162.91
MYO18A	MYO18A	10	1093.22	885.32	910.65
MYO19	MYO19	1	17.84	6.77	3.58
MYO1B	MYO1B	7	6356.37	6766.3	4496.03
MYO1C	MYO1C	8	899.29	828.48	735.16
MYO1D	MYO1D	2	407.91	426.92	411.1
MYO1E	MYO1E	3	268.92	305.81	325.09
MYO1F	MYO1F	1	52.35	37.35	39.22
MYO1G	MYO1G	1	15.1	7.84	8.08
MYO5B	MYO5B	4	645.43	706.5	577.98
MYO5C	MYO5C	2	50.36	49.65	52.58
MYO6	MYO6	11	565.88	647.43	639.09
MYO7A	MYO7A	1	62.97	44.89	35.65
MYO9A	MYO9A	7	638.28	656.22	437.58
MYO9B	MYO9B	4	457.54	455.1	394.93
MYOC	MYOC	2	38.62	34.84	87.22
MYOF	MYOF	2	42.47	49.19	42.95
MYOM1	MYOM1	7	359.55	279.24	309.96
MYOM3	MYOM3	3	52.54	26.83	63.65
MYORG	MYORG	1	149.0	121.88	147.63
MYOZ1	MYOZ1	2	40.19	20.67	27.28
MYPOP	MYPOP	1	14.29	12.23	13.02
MYRF	MYRF	2	52.45	42.48	83.86
MYSM1	MYSM1	4	247.04	290.4	303.23
MYZAP	MYZAP	1	24.05	25.08	26.06
MZF1	MZF1	2	32.38	24.05	30.12
MZT1	MZT1	3	87.05	98.26	81.02
MZT2B	MZT2B	1	230.94	285.49	214.39
N4BP1	N4BP1	3	766.56	946.92	890.31
N4BP2	N4BP2	10	723.72	817.14	871.14
N4BP2L1	N4BP2L1	7	1073.58	1209.89	1201.45
N4BP2L2	N4BP2L2	7	521.0	572.4	667.36
N6AMT1	N6AMT1	2	123.11	127.67	124.09
NAA10	NAA10	5	270.28	257.71	211.79
NAA15	NAA15	3	331.46	392.63	460.08
NAA16	NAA16	5	348.3	345.26	441.68
NAA20	NAA20	3	351.18	338.27	423.35
NAA25	NAA25	3	267.88	293.89	359.81
NAA30	NAA30	1	157.95	170.63	182.16
NAA35	NAA35	4	182.26	200.6	207.42
NAA38	NAA38	1	53.53	57.19	52.88
NAA40	NAA40	1	22.04	41.15	46.45
NAA50	NAA50	4	349.51	424.69	469.33
NAA60	NAA60	6	307.86	255.31	203.37
NAAA	NAAA	3	159.57	141.71	88.34
NAALAD2	NAALAD2	2	59.61	48.85	41.68
NAALADL2	NAALADL2	5	345.85	381.62	476.11
NAB1	NAB1	2	331.79	428.8	327.79
NAB2	NAB2	1	22.0	31.37	24.02
NABP1	NABP1	4	1198.74	1838.46	1918.95
NABP2	NABP2	3	244.64	251.07	237.75
NACAD	NACAD	1	16.65	8.53	10.62
NACC1	NACC1	1	98.95	73.01	85.35
NACC2	NACC2	1	46.51	35.15	27.9
NADK	NADK	9	1626.9	1603.21	1377.76
NADK2	NADK2	3	892.78	904.83	772.95
NADSYN1	NADSYN1	3	101.93	78.74	71.73
NAE1	NAE1	6	158.73	156.6	225.96
NAF1	NAF1	1	29.26	25.88	32.57
NAGA	NAGA	2	130.17	122.96	80.05
NAGK	NAGK	3	101.1	75.72	90.93
NAGLU	NAGLU	2	158.21	117.77	91.78
NAGPA	NAGPA	2	52.66	57.07	54.78
NAGS	NAGS	2	418.08	360.19	145.51
NAIF1	NAIF1	1	16.59	18.96	21.6
NAMPT	NAMPT	5	3950.68	4083.58	3231.24
NANP	NANP	1	16.44	24.5	19.18
NANS	NANS	3	208.43	213.05	227.15
NAP1L1	NAP1L1	9	678.23	778.16	643.99
NAP1L4	NAP1L4	8	258.24	311.51	311.43
NAPA	NAPA	6	1282.25	1112.18	869.01
NAPEPLD	NAPEPLD	4	123.88	157.11	211.83
NAPG	NAPG	1	172.93	208.34	196.33
NAPRT	NAPRT	3	126.24	123.81	53.04
NARF	NARF	2	107.32	129.89	130.97
NARS	NARS	5	543.5	604.72	565.35
NARS2	NARS2	4	116.93	106.73	120.34
NASP	NASP	4	249.84	217.5	175.5
NAT10	NAT10	3	121.1	123.16	141.78
NAT14	NAT14	1	26.03	23.82	22.01
NAT8	NAT8	3	72.16	94.3	49.5
NAT9	NAT9	5	95.33	70.58	86.05
NATD1	NATD1	1	84.84	67.83	35.91
NAV1	NAV1	1	60.13	48.1	48.4
NAV2	NAV2	3	402.82	384.87	758.2
NAV3	NAV3	1	391.05	446.09	663.16
NAXD	NAXD	6	297.12	250.59	309.89
NAXE	NAXE	1	364.61	386.13	321.94
NBAS	NBAS	3	538.57	607.78	611.67
NBEA	NBEA	1	160.21	167.59	182.22
NBEAL1	NBEAL1	2	1596.08	1811.81	1855.13
NBEAL1_CARF	NBEAL1_CARF	4	424.74	413.99	482.93
NBEAL2	NBEAL2	1	109.1	98.13	93.67
NBL1	NBL1	1	31.72	17.06	23.61
NBN	NBN	10	316.06	380.09	322.86
NBR1	NBR1	12	3242.77	3486.79	2482.11
NCALD	NCALD	5	310.16	267.04	284.02
NCAM1	NCAM1	6	1320.41	1398.19	1437.23
