#Gene	Name/Description	Isoforms	3 T1 MeanExpLevel	3 T2 MeanExpLevel	3 T3 MeanExpLevel
DENND4C	DENND4C	3	403.33	410.07	297.36
DENND5A	DENND5A	3	511.73	428.75	434.66
DENND5B	DENND5B	2	167.35	133.78	241.06
DENND6A	DENND6A	1	88.65	73.38	96.18
DENND6B	DENND6B	1	6.38	18.1	9.03
DENR	DENR	2	261.61	251.11	306.85
DEPDC5	DEPDC5	1	17.05	32.05	54.06
DEPP1	DEPP1	1	132.6	102.52	117.63
DEPTOR	DEPTOR	2	1097.05	852.59	936.73
DERA	DERA	1	23.87	12.39	11.39
DERL1	DERL1	8	538.47	693.29	705.42
DERL2	DERL2	2	63.83	79.21	69.01
DES	DES	1	76098.63	90000.59	80212.08
DESI1	DESI1	1	10.61	21.99	21.38
DESI2	DESI2	2	211.62	191.01	208.6
DET1	DET1	1	253.22	258.04	232.37
DEXI	DEXI	1	510.69	510.26	554.89
DFFA	DFFA	2	64.64	74.71	54.35
DGAT1	DGAT1	1	56.48	64.08	59.13
DGAT2	DGAT2	2	64.43	66.72	26.34
DGCR2	DGCR2	2	235.71	235.97	303.71
DGCR6L	DGCR6L	2	255.34	278.58	227.51
DGCR8	DGCR8	4	147.43	124.86	151.58
DGKD	DGKD	2	380.5	473.88	530.4
DGKE	DGKE	1	162.69	158.28	241.14
DGKH	DGKH	2	173.49	225.36	212.19
DGKI	DGKI	1	24.6	20.35	18.81
DGKQ	DGKQ	3	56.85	58.51	54.72
DGKZ	DGKZ	5	231.07	236.33	268.7
DGUOK	DGUOK	2	77.97	89.71	85.84
DHCR24	DHCR24	1	24.75	7.85	5.13
DHCR7	DHCR7	1	123.11	105.88	50.66
DHDDS	DHDDS	2	44.58	44.81	35.47
DHDH	DHDH	1	48.94	71.65	39.69
DHFR	DHFR	1	38.64	34.16	48.76
DHODH	DHODH	2	50.32	61.65	46.63
DHPS	DHPS	1	232.03	251.24	269.85
DHRS11	DHRS11	2	65.8	70.63	39.37
DHRS3	DHRS3	5	363.23	344.13	227.66
DHRS7	DHRS7	1	323.1	433.41	528.88
DHRS7B	DHRS7B	8	451.35	534.33	487.87
DHRS7C	DHRS7C	3	2713.38	2947.17	1649.95
DHRSX	DHRSX	1	63.63	64.44	48.5
DHTKD1	DHTKD1	2	78.64	90.39	19.65
DHX15	DHX15	2	305.79	286.21	290.62
DHX16	DHX16	2	157.06	140.05	143.34
DHX29	DHX29	2	434.03	507.87	469.82
DHX30	DHX30	5	371.28	381.37	252.47
DHX32	DHX32	4	271.87	269.04	279.64
DHX33	DHX33	1	55.67	56.89	66.49
DHX34	DHX34	2	33.4	31.17	32.35
DHX35	DHX35	2	65.85	70.49	57.58
DHX36	DHX36	1	156.25	140.73	190.45
DHX37	DHX37	1	41.48	34.3	37.13
DHX38	DHX38	3	150.5	138.54	189.2
DHX40	DHX40	1	230.92	239.81	259.9
DHX57	DHX57	1	134.41	170.85	156.61
DHX58	DHX58	1	15.72	13.69	22.71
DHX8	DHX8	3	195.63	195.43	204.72
DHX9	DHX9	3	151.58	148.59	173.66
DIABLO	DIABLO	1	99.36	108.56	81.65
DIAPH1	DIAPH1	1	981.47	942.01	1093.52
DIAPH2	DIAPH2	3	111.54	86.86	117.32
DICER1	DICER1	3	546.46	512.97	755.52
DIDO1	DIDO1	5	228.37	183.12	235.72
DIMT1	DIMT1	1	49.45	41.78	35.3
DIO2	DIO2	1	24.23	16.38	9.96
DIP2A	DIP2A	1	70.82	44.95	71.52
DIP2B	DIP2B	4	360.91	349.16	309.24
DIP2C	DIP2C	4	439.59	456.02	436.14
DIPK1A	DIPK1A	1	36.35	27.27	34.24
DIPK1B	DIPK1B	1	30.75	35.95	22.43
DIPK2A	DIPK2A	1	70.17	54.93	74.12
DIPK2B	DIPK2B	2	91.73	74.52	68.69
DIRAS1	DIRAS1	2	86.87	97.05	103.77
DIRC2	DIRC2	2	462.88	516.18	343.4
DIS3	DIS3	2	105.39	105.45	101.07
DIS3L	DIS3L	3	1555.83	1677.68	1311.66
DIS3L2	DIS3L2	1	206.78	171.56	160.22
DISC1	DISC1	1	22.74	15.98	12.58
DISP1	DISP1	3	153.97	111.71	120.26
DIXDC1	DIXDC1	2	294.69	247.62	322.46
DKC1	DKC1	1	137.77	148.23	173.91
DKK2	DKK2	2	142.86	350.93	151.82
DKK3	DKK3	1	161.45	90.26	157.03
DLAT	DLAT	3	2067.43	2271.84	1224.9
DLC1	DLC1	4	177.37	150.3	100.22
DLD	DLD	5	3088.01	3286.75	2285.39
DLG1	DLG1	5	229.93	201.13	243.41
DLG2	DLG2	2	264.47	88.74	266.8
DLG3	DLG3	1	21.9	16.56	26.97
DLG5	DLG5	2	87.85	81.26	109.63
DLGAP1	DLGAP1	1	79.66	83.1	88.69
DLGAP4	DLGAP4	3	68.14	49.93	61.29
DLL4	DLL4	1	97.52	62.05	55.37
DLST	DLST	2	1853.75	2251.79	1350.12
DMAC1	DMAC1	1	54.67	52.41	43.11
DMAC2	DMAC2	1	221.46	250.23	201.66
DMAC2L	DMAC2L	3	145.21	172.41	163.83
DMAP1	DMAP1	2	126.75	111.26	116.64
DMD	DMD	7	3864.0	3911.82	4389.53
DMPK	DMPK	6	1337.12	1571.83	1694.07
DMRT2	DMRT2	2	58.52	53.68	48.2
DMRTA1	DMRTA1	1	21.44	18.81	12.94
DMTF1	DMTF1	2	53.82	43.04	30.85
DMTN	DMTN	1	60.97	75.84	49.16
DMWD	DMWD	2	257.68	286.81	237.18
DMXL1	DMXL1	3	1141.35	1257.19	1190.35
DNAAF2	DNAAF2	2	72.79	85.23	73.42
DNAAF4	DNAAF4	1	13.35	17.92	17.69
DNAH10	DNAH10	1	21.13	32.55	21.22
DNAH11	DNAH11	1	46.0	27.57	11.37
DNAH14	DNAH14	1	14.06	20.9	20.89
DNAH3	DNAH3	1	10.63	12.63	17.14
DNAJA1	DNAJA1	1	224.16	203.14	181.48
DNAJA2	DNAJA2	1	1720.71	1994.68	1668.83
DNAJA3	DNAJA3	2	814.15	919.96	672.47
DNAJA4	DNAJA4	4	1324.08	2008.91	1544.75
DNAJB1	DNAJB1	1	73.79	43.56	82.13
DNAJB11	DNAJB11	1	126.57	126.67	91.15
DNAJB12	DNAJB12	3	291.04	299.78	329.62
DNAJB14	DNAJB14	1	42.38	36.35	41.12
DNAJB2	DNAJB2	4	528.31	585.58	513.53
DNAJB4	DNAJB4	5	991.7	1318.83	679.92
DNAJB5	DNAJB5	2	804.73	599.53	621.07
DNAJB6	DNAJB6	9	1984.95	2640.59	1373.97
DNAJB9	DNAJB9	2	145.39	187.55	165.22
DNAJC1	DNAJC1	2	83.13	63.76	68.49
DNAJC10	DNAJC10	6	234.55	226.44	188.88
DNAJC11	DNAJC11	3	336.97	355.96	360.08
DNAJC12	DNAJC12	1	22.13	21.4	15.41
DNAJC13	DNAJC13	2	681.49	697.72	732.25
DNAJC14	DNAJC14	2	117.69	124.86	165.88
DNAJC14_SARNP	DNAJC14_SARNP	1	259.56	291.19	313.82
DNAJC15	DNAJC15	3	245.02	290.74	216.69
DNAJC16	DNAJC16	1	75.46	84.25	92.43
DNAJC17	DNAJC17	1	26.73	24.24	22.68
DNAJC18	DNAJC18	1	74.24	78.69	78.8
DNAJC19	DNAJC19	3	421.1	473.41	340.15
DNAJC2	DNAJC2	1	276.81	323.64	257.1
DNAJC21	DNAJC21	1	811.72	882.95	835.98
DNAJC24	DNAJC24	2	70.67	74.67	42.36
DNAJC27	DNAJC27	2	113.34	103.62	125.76
DNAJC28	DNAJC28	1	343.93	384.23	341.5
DNAJC3	DNAJC3	4	334.42	326.31	314.64
DNAJC30	DNAJC30	2	64.45	60.51	70.55
DNAJC4	DNAJC4	4	451.96	487.43	450.26
DNAJC5	DNAJC5	2	357.5	386.46	305.49
DNAJC7	DNAJC7	5	664.64	614.44	608.31
DNAJC8	DNAJC8	1	445.25	447.06	505.69
DNAJC9	DNAJC9	1	29.68	32.4	32.12
DNAJC9_MRPS16	DNAJC9_MRPS16	4	866.67	1009.4	936.46
DNAL1	DNAL1	1	113.97	111.08	85.03
DNAL4	DNAL4	1	20.8	16.9	12.04
DNASE1L1	DNASE1L1	6	3073.83	3117.92	1994.26
DNASE2	DNASE2	1	34.19	33.05	29.64
DNHD1	DNHD1	1	47.25	31.22	64.33
DNHD1_TIMM10B	DNHD1_TIMM10B	1	41.3	37.09	47.21
DNLZ	DNLZ	1	30.05	29.15	30.23
DNM1L	DNM1L	5	742.08	835.56	524.64
DNM2	DNM2	5	831.06	1010.34	875.86
DNMBP	DNMBP	1	118.66	117.11	152.52
DNMT1	DNMT1	3	117.6	107.28	101.73
DNMT3A	DNMT3A	1	153.76	132.9	97.04
DNPEP	DNPEP	2	658.85	793.9	593.16
DNTTIP1	DNTTIP1	1	163.38	215.66	305.11
DNTTIP2	DNTTIP2	2	410.43	476.6	470.12
DOC2B	DOC2B	1	24.39	9.06	16.93
DOCK1	DOCK1	2	292.22	202.77	235.65
DOCK10	DOCK10	1	35.5	21.24	34.93
DOCK11	DOCK11	3	131.59	77.55	130.82
DOCK2	DOCK2	1	16.98	20.09	24.1
DOCK3	DOCK3	1	30.48	85.21	262.36
DOCK4	DOCK4	2	159.46	125.12	125.43
DOCK5	DOCK5	2	46.57	44.11	50.22
DOCK6	DOCK6	2	47.6	30.02	50.56
DOCK7	DOCK7	2	146.81	123.0	151.55
DOCK8	DOCK8	1	54.29	27.15	56.08
DOCK9	DOCK9	7	675.72	467.22	507.51
DOHH	DOHH	1	36.3	38.21	29.98
DOK5	DOK5	2	204.52	192.24	182.89
DOK7	DOK7	2	126.18	127.67	132.56
DOLK	DOLK	1	45.31	54.59	43.51
DOLPP1	DOLPP1	1	8.11	10.48	22.41
DONSON	DONSON	1	62.06	65.92	60.91
DOP1A	DOP1A	3	185.95	165.76	160.57
DOP1B	DOP1B	2	279.69	392.07	246.8
DOT1L	DOT1L	2	148.45	124.64	118.6
DPF2	DPF2	3	189.62	197.79	240.03
DPF3	DPF3	2	150.41	142.16	155.2
DPH1	DPH1	3	54.0	50.46	67.76
DPH2	DPH2	3	93.67	107.64	94.53
DPH3	DPH3	2	421.58	475.81	396.68
DPH5	DPH5	2	205.4	229.59	187.76
DPH6	DPH6	2	47.74	42.37	52.21
DPM1	DPM1	2	142.06	156.83	142.13
DPM2	DPM2	1	45.66	46.03	49.5
DPM3	DPM3	1	123.44	129.41	137.21
DPP3	DPP3	4	480.51	471.76	373.17
DPP4	DPP4	2	203.25	128.36	163.17
DPP8	DPP8	3	750.38	788.41	868.29
DPP9	DPP9	2	201.56	213.69	185.55
DPT	DPT	1	361.28	192.87	179.62
DPY19L1	DPY19L1	2	86.11	63.98	90.85
DPY19L3	DPY19L3	2	39.63	43.48	51.46
DPY19L4	DPY19L4	2	99.05	113.48	135.48
DPY30	DPY30	2	290.95	326.59	288.22
DPYSL2	DPYSL2	2	823.13	721.11	690.05
DPYSL3	DPYSL3	2	2585.28	2667.47	1418.4
DR1	DR1	2	161.24	175.26	181.01
DRAM2	DRAM2	5	168.22	149.1	171.97
DRAP1	DRAP1	1	231.63	237.83	263.04
DRAP1_LOC113243940	DRAP1_LOC113243940	1	197.73	209.09	175.29
DRC1	DRC1	1	7.16	3.75	35.24
DRG1	DRG1	4	416.38	436.45	452.74
DRG2	DRG2	2	265.34	309.07	227.58
DROSHA	DROSHA	2	58.38	69.37	61.28
DSEL	DSEL	1	168.56	80.84	212.26
DSG2	DSG2	1	40.24	29.75	65.77
DST	DST	24	11733.54	10729.42	10353.84
DSTN	DSTN	2	375.74	256.52	362.8
DSTYK	DSTYK	1	357.26	296.22	347.64
DTD1	DTD1	2	188.91	200.47	197.62
DTNA	DTNA	17	1000.59	1414.18	706.18
DTNBP1	DTNBP1	1	99.1	99.41	102.96
DTWD1	DTWD1	2	61.5	66.9	68.75
DTWD2	DTWD2	1	14.26	13.18	19.07
DTX1	DTX1	1	27.78	18.67	29.24
DTX2	DTX2	3	124.88	114.71	171.69
DTX3	DTX3	1	21.09	8.92	15.82
DTX3L	DTX3L	1	39.07	28.63	34.18
DTYMK	DTYMK	2	44.81	58.5	64.76
DUPD1	DUPD1	3	341.13	312.91	429.1
DUS1L	DUS1L	1	277.32	287.08	187.52
DUS2	DUS2	2	111.75	124.01	103.88
DUS3L	DUS3L	1	28.66	24.1	36.98
DUS4L	DUS4L	2	114.95	129.05	81.04
DUSP1	DUSP1	3	334.52	363.32	527.9
DUSP10	DUSP10	2	414.29	331.13	384.12
DUSP11	DUSP11	1	190.5	203.66	180.18
DUSP12	DUSP12	1	23.74	20.45	19.55
DUSP14	DUSP14	1	16.88	11.43	13.5
DUSP16	DUSP16	1	161.82	155.1	137.88
DUSP19	DUSP19	3	133.6	124.89	144.18
DUSP22	DUSP22	3	136.09	152.8	154.27
DUSP23	DUSP23	1	165.82	166.71	122.92
DUSP26	DUSP26	4	2946.55	3674.24	4382.13
DUSP27	DUSP27	2	1829.11	1634.18	1630.58
DUSP28	DUSP28	1	242.8	281.68	261.32
DUSP3	DUSP3	5	2345.19	2181.4	2582.65
DUSP6	DUSP6	2	109.68	88.05	95.21
DUSP7	DUSP7	1	195.75	199.12	230.26
DUSP8	DUSP8	1	82.58	77.02	75.83
DUT	DUT	1	28.01	34.02	38.68
DVL1	DVL1	3	1507.76	1275.79	1140.0
DVL2	DVL2	1	29.8	21.61	17.42
DVL3	DVL3	2	110.34	102.43	141.12
DXO	DXO	1	28.73	23.02	14.54
DYM	DYM	2	567.37	601.89	557.52
DYNC1H1	DYNC1H1	3	4539.18	3910.44	3575.16
DYNC1I1	DYNC1I1	1	11.02	11.78	18.28
DYNC1I2	DYNC1I2	6	803.33	844.72	848.51
DYNC1LI1	DYNC1LI1	1	489.99	498.03	445.92
DYNC1LI2	DYNC1LI2	5	669.86	621.05	608.04
DYNC2H1	DYNC2H1	2	104.79	72.24	116.14
DYNLL1	DYNLL1	1	91.63	75.52	70.45
DYNLL2	DYNLL2	2	779.96	690.51	853.64
DYNLRB1	DYNLRB1	2	277.92	256.34	245.52
DYNLT1	DYNLT1	1	81.93	78.73	59.94
DYNLT3	DYNLT3	3	187.42	196.15	226.16
DYRK1A	DYRK1A	8	640.08	661.61	614.14
DYRK1B	DYRK1B	4	1408.02	1282.62	1105.23
DYRK2	DYRK2	1	583.43	533.06	714.69
DYRK3	DYRK3	2	32.42	34.32	53.54
DYSF	DYSF	8	1032.06	813.94	1191.11
DZIP3	DZIP3	4	100.93	85.03	98.44
E2F3	E2F3	2	100.1	108.22	113.92
E2F4	E2F4	1	134.25	122.76	125.76
E2F6	E2F6	2	174.5	186.65	195.59
E2F8	E2F8	1	19.09	26.35	27.24
E4F1	E4F1	3	60.23	54.45	42.46
EAF1	EAF1	1	172.87	179.87	187.49
EAPP	EAPP	1	322.02	331.8	371.23
EARS2	EARS2	2	58.39	48.8	44.92
EBAG9	EBAG9	2	325.49	366.71	376.54
EBF1	EBF1	2	126.59	52.86	107.16
EBF2	EBF2	2	103.21	63.88	99.4
EBF3	EBF3	1	30.14	17.96	15.08
EBNA1BP2	EBNA1BP2	1	126.91	138.5	130.2
EBP	EBP	1	34.32	27.87	34.09
EBPL	EBPL	1	39.76	43.61	59.61
ECD	ECD	2	170.57	182.78	145.47
ECE1	ECE1	3	355.18	383.36	318.62
ECH1	ECH1	1	604.21	934.21	1193.36
ECHDC1	ECHDC1	3	274.87	305.05	126.32
ECHDC2	ECHDC2	2	105.18	194.73	50.8
ECHDC3	ECHDC3	3	213.85	240.88	142.11
ECHS1	ECHS1	3	1648.89	2058.04	1217.41
ECI1	ECI1	2	1674.08	2234.13	1206.7
ECI2	ECI2	6	1653.46	2200.03	1060.14
ECM1	ECM1	2	202.76	111.14	151.2
ECM2	ECM2	4	370.77	249.06	243.83
ECPAS	ECPAS	9	5592.18	5867.59	6056.07
ECSCR	ECSCR	1	76.41	50.05	52.6
ECSIT	ECSIT	2	613.84	724.56	331.55
EDA2R	EDA2R	1	9.47	18.91	33.01
EDC3	EDC3	2	125.42	129.14	130.14
EDC4	EDC4	3	424.51	463.32	436.03
EDEM1	EDEM1	1	183.89	158.64	177.24
EDEM3	EDEM3	2	219.27	199.93	243.24
EDIL3	EDIL3	1	37.79	14.3	25.57
EDNRA	EDNRA	1	61.9	43.31	46.02
EDNRB	EDNRB	1	124.69	107.04	66.76
EDRF1	EDRF1	2	145.48	158.26	129.44
EEA1	EEA1	3	454.92	407.54	496.24
EED	EED	2	101.56	81.41	76.97
EEF1A1	EEF1A1	3	9530.44	7074.45	8048.9
EEF1A2	EEF1A2	3	33284.44	32830.29	32574.19
EEF1AKMT1	EEF1AKMT1	5	378.2	447.07	287.88
EEF1AKMT2	EEF1AKMT2	3	65.29	62.01	63.31
EEF1B2	EEF1B2	3	8013.69	8242.22	10868.33
EEF1D	EEF1D	3	15142.16	15467.04	17762.1
EEF1E1	EEF1E1	1	64.43	68.09	55.02
EEF1G	EEF1G	2	20926.1	20258.72	20934.74
EEF2	EEF2	4	42010.62	40444.12	57312.09
EEF2K	EEF2K	5	851.12	609.02	950.09
EEF2KMT	EEF2KMT	1	56.5	58.18	58.48
EEFSEC	EEFSEC	1	94.14	109.24	67.44
EEPD1	EEPD1	3	266.94	328.4	413.74
EFCAB14	EFCAB14	3	240.86	263.24	260.05
EFCAB2	EFCAB2	3	334.83	310.08	296.02
EFCAB7	EFCAB7	1	41.77	39.47	31.28
EFCC1	EFCC1	1	17.82	8.99	10.04
EFEMP1	EFEMP1	1	386.32	203.18	324.61
EFEMP2	EFEMP2	1	50.08	25.0	46.12
EFHC1	EFHC1	1	11.6	18.46	2.47
EFHD2	EFHD2	1	50.96	34.15	55.68
EFL1	EFL1	2	192.56	186.14	186.25
EFNA1	EFNA1	1	61.25	33.58	46.41
EFNB1	EFNB1	1	20.05	15.61	25.77
EFNB2	EFNB2	1	131.78	98.56	86.14
EFR3A	EFR3A	5	1039.26	1187.23	814.11
EFR3B	EFR3B	1	37.04	57.92	38.02
EFTUD2	EFTUD2	3	347.66	322.6	319.28
EGF	EGF	5	822.18	955.71	360.62
EGFL7	EGFL7	1	27.05	17.88	25.92
EGFLAM	EGFLAM	1	138.94	110.84	102.99
EGFR	EGFR	2	180.19	151.24	159.69
EGLN1	EGLN1	4	948.89	1170.73	1110.94
EGLN2	EGLN2	2	99.29	116.79	120.89
EGLN2_RAB4B	EGLN2_RAB4B	1	72.94	61.31	61.42
EGLN3	EGLN3	1	259.73	375.74	296.53
EGR1	EGR1	1	16.67	9.76	52.46
EHBP1	EHBP1	1	28.58	49.17	44.92
EHBP1L1	EHBP1L1	3	1524.33	1444.88	1668.9
EHD1	EHD1	2	594.11	558.59	470.51
EHD2	EHD2	4	358.89	212.38	226.35
EHD3	EHD3	1	24.18	18.45	18.61
EHD4	EHD4	1	73.37	38.67	63.36
EHHADH	EHHADH	5	594.64	773.99	352.27
EHMT2	EHMT2	1	36.92	53.19	52.15
EI24	EI24	4	393.35	370.01	368.28
EID1	EID1	1	912.97	942.38	779.84
EIF1	EIF1	2	1606.99	1583.6	2000.17
EIF1AD	EIF1AD	1	16.94	13.74	31.52
EIF1AX	EIF1AX	4	818.49	879.86	1007.0
EIF1B	EIF1B	1	90.55	89.62	117.36
EIF2A	EIF2A	3	1525.75	1573.47	2018.57
EIF2AK1	EIF2AK1	2	283.08	313.08	270.1
EIF2AK2	EIF2AK2	3	96.87	68.84	87.54
EIF2AK3	EIF2AK3	2	112.04	75.51	93.13
EIF2AK4	EIF2AK4	2	120.5	117.79	126.04
EIF2B1	EIF2B1	3	231.18	259.61	256.41
EIF2B2	EIF2B2	1	171.16	166.47	163.82
EIF2B3	EIF2B3	2	142.32	145.57	184.1
EIF2B4	EIF2B4	4	284.58	308.15	240.76
EIF2B5	EIF2B5	1	633.55	630.94	782.72
EIF2D	EIF2D	2	570.33	692.14	469.43
EIF2S2	EIF2S2	3	1029.98	1010.79	1037.06
EIF2S3	EIF2S3	2	1899.1	2141.09	2839.85
EIF3A	EIF3A	3	2046.44	1784.91	2154.53
EIF3B	EIF3B	2	1677.98	1790.35	1812.35
EIF3D	EIF3D	1	852.03	883.86	923.42
EIF3E	EIF3E	2	2265.61	2460.7	2674.58
EIF3F	EIF3F	2	1626.43	1580.52	2092.17
EIF3G	EIF3G	2	2539.54	2664.22	3893.39
EIF3H	EIF3H	1	1376.09	1381.84	1787.2
EIF3I	EIF3I	1	1577.38	1991.77	1641.9
EIF3J	EIF3J	3	396.94	420.57	457.96
EIF3K	EIF3K	1	2802.59	2819.71	3901.82
EIF3L	EIF3L	5	1867.2	1842.18	2422.04
EIF3M	EIF3M	3	1452.07	1467.24	1654.63
EIF4A1	EIF4A1	3	680.86	685.28	767.58
EIF4A2	EIF4A2	6	5907.69	5713.65	4957.54
EIF4A3	EIF4A3	1	310.69	319.14	367.43
EIF4B	EIF4B	4	5496.4	5117.56	10031.4
EIF4E	EIF4E	2	593.95	608.11	749.15
EIF4E2	EIF4E2	3	351.73	399.98	437.3
EIF4E3	EIF4E3	2	287.79	298.15	324.71
EIF4EBP1	EIF4EBP1	1	909.05	879.93	652.18
EIF4EBP2	EIF4EBP2	1	1851.46	1837.31	1921.79
EIF4EBP3	EIF4EBP3	1	530.82	630.1	474.64
EIF4EBP3_LOC113261824	EIF4EBP3_LOC113261824	1	55.71	53.4	38.18
EIF4ENIF1	EIF4ENIF1	2	146.64	126.15	138.56
EIF4G1	EIF4G1	10	3662.48	3777.75	3200.1
EIF4G2	EIF4G2	21	4791.57	4777.27	4218.88
EIF4G3	EIF4G3	9	1839.85	2530.67	2055.76
EIF4H	EIF4H	1	1447.81	1485.22	1593.84
EIF5	EIF5	9	3123.54	2871.47	3564.25
EIF5A	EIF5A	4	827.32	820.81	952.68
EIF5A2	EIF5A2	1	42.36	19.42	44.67
EIF5B	EIF5B	4	425.24	374.22	453.71
EIF6	EIF6	2	191.58	205.99	232.72
EIPR1	EIPR1	2	129.79	143.65	105.72
ELAC1	ELAC1	1	66.67	66.87	116.68
ELAC2	ELAC2	1	305.04	320.3	234.6
ELAVL1	ELAVL1	1	114.97	119.94	102.45
ELF1	ELF1	3	136.06	96.75	129.66
ELF2	ELF2	7	827.02	837.98	903.03
ELF4	ELF4	1	15.85	7.13	17.75
ELK1	ELK1	2	91.05	115.1	89.97
ELK3	ELK3	1	102.14	63.2	72.02
ELK4	ELK4	2	410.34	376.69	484.36
ELL	ELL	1	154.43	133.64	176.33
ELL2	ELL2	2	82.62	64.24	69.98
ELMO2	ELMO2	2	331.35	371.4	308.07
ELMOD2	ELMOD2	2	52.89	82.04	34.08
ELMOD3	ELMOD3	2	39.39	49.46	34.61
ELMSAN1	ELMSAN1	1	129.58	89.94	147.44
ELN	ELN	1	30.05	13.54	71.82
ELOA	ELOA	1	492.2	524.68	652.68
ELOB	ELOB	4	1724.87	1877.68	1588.87
ELOC	ELOC	2	160.95	161.22	177.08
ELOF1	ELOF1	2	120.44	133.61	123.03
ELOVL1	ELOVL1	1	29.53	21.08	18.96
ELOVL5	ELOVL5	1	81.36	42.71	40.06
ELP1	ELP1	2	244.32	239.81	321.65
ELP2	ELP2	2	258.86	274.2	212.01
ELP3	ELP3	2	208.21	223.83	209.13
ELP4	ELP4	1	107.7	101.27	86.02
ELP5	ELP5	2	50.44	48.39	62.98
ELP6	ELP6	1	16.26	16.92	13.68
EMB	EMB	1	17.97	20.52	24.98
EMC1	EMC1	4	324.49	339.88	402.74
EMC10	EMC10	2	490.45	552.72	792.55
EMC2	EMC2	2	170.8	165.53	103.65
EMC3	EMC3	3	751.62	829.23	784.11
EMC4	EMC4	1	316.08	340.75	286.8
EMC6	EMC6	2	388.02	444.18	284.78
EMC7	EMC7	2	234.19	268.98	323.84
EMC8	EMC8	1	194.76	203.2	170.3
EMC9	EMC9	1	427.6	420.64	403.32
EMCN	EMCN	2	125.39	89.19	120.32
EMD	EMD	1	142.85	151.21	125.66
EMG1	EMG1	1	97.14	101.56	88.66
EMILIN1	EMILIN1	1	97.62	49.59	62.92
EMILIN2	EMILIN2	1	103.95	53.8	73.41
EML1	EML1	3	831.97	630.83	678.33
EML2	EML2	1	66.92	74.33	65.2
EML3	EML3	1	37.61	35.45	39.21
EML4	EML4	1	42.54	29.18	32.84
EML5	EML5	1	22.8	27.94	26.73
EMP1	EMP1	4	768.58	463.81	564.31
EMP2	EMP2	1	102.91	57.11	85.43
EMP3	EMP3	1	30.49	12.68	27.17
EMSY	EMSY	2	74.33	51.16	83.1
EN1	EN1	1	54.78	57.89	66.73
ENAH	ENAH	5	1249.31	911.64	977.95
ENDOD1	ENDOD1	1	658.62	581.99	528.38
ENDOG	ENDOG	1	186.38	187.53	97.51
ENG	ENG	4	117.28	94.14	67.11
ENGASE	ENGASE	1	38.14	30.39	33.62
ENHO	ENHO	1	18.62	13.38	17.23
ENO1	ENO1	5	1241.44	1131.38	900.6
ENO2	ENO2	1	20.53	16.18	28.99
ENO3	ENO3	7	70939.04	57272.48	41759.05
ENOPH1	ENOPH1	2	102.37	112.68	109.19
ENOSF1	ENOSF1	4	80.68	115.37	103.74
ENOX1	ENOX1	1	19.41	13.15	22.98
ENOX2	ENOX2	2	39.64	47.45	20.22
ENPP1	ENPP1	4	525.29	454.57	443.25
ENPP2	ENPP2	1	36.24	22.92	29.23
ENPP4	ENPP4	2	404.03	401.29	431.89
ENPP5	ENPP5	3	334.05	550.9	194.21
ENPP6	ENPP6	1	46.9	24.89	30.3
ENSA	ENSA	5	1143.81	1233.88	1143.54
ENTPD1	ENTPD1	1	31.43	15.28	9.36
ENTPD4	ENTPD4	2	187.76	166.62	201.11
ENTPD5	ENTPD5	1	98.27	105.68	76.88
ENTPD6	ENTPD6	2	73.1	75.78	63.34
ENTPD7	ENTPD7	1	24.26	20.68	34.67
ENTR1	ENTR1	3	124.16	104.3	92.47
ENY2	ENY2	3	179.78	212.23	175.21
EOGT	EOGT	1	46.87	36.99	31.63
EP300	EP300	1	277.88	212.52	305.27
EP400	EP400	3	37.67	39.46	105.69
EPAS1	EPAS1	2	404.21	343.03	249.12
EPB41	EPB41	6	433.02	464.52	358.61
EPB41L1	EPB41L1	1	34.41	22.95	24.96
EPB41L2	EPB41L2	8	302.67	202.4	237.35
EPB41L3	EPB41L3	1	8.46	19.86	32.1
EPB41L4A	EPB41L4A	2	67.07	142.59	74.21
EPB41L5	EPB41L5	1	51.97	50.37	58.91
EPC1	EPC1	4	240.25	233.79	258.8
EPC2	EPC2	2	215.97	213.12	232.14
EPDR1	EPDR1	3	357.72	295.44	349.29
EPG5	EPG5	4	483.4	524.84	436.11
EPHA2	EPHA2	1	22.89	21.25	28.6
EPHA3	EPHA3	1	28.46	15.14	24.32
EPHA4	EPHA4	2	46.64	40.83	44.23
EPHB3	EPHB3	1	15.88	6.56	16.77
EPHB4	EPHB4	1	95.95	72.9	78.71
EPHX1	EPHX1	2	88.6	76.79	107.21
EPHX2	EPHX2	1	637.7	746.76	337.23
EPHX4	EPHX4	1	19.63	44.82	52.84
EPM2A	EPM2A	3	1419.69	1466.71	780.33
EPM2AIP1	EPM2AIP1	3	285.14	302.21	401.55
EPN1	EPN1	2	1793.75	1809.27	1690.48
EPN2	EPN2	2	69.39	68.04	68.69
EPRS	EPRS	3	2137.25	2353.99	2173.16
EPS15	EPS15	8	560.39	476.02	499.32
EPS15L1	EPS15L1	4	170.75	204.73	161.52
EPS8	EPS8	5	278.99	225.02	170.54
ERAL1	ERAL1	2	203.19	255.99	180.03
ERAP1	ERAP1	5	213.99	162.25	240.7
ERAP2	ERAP2	1	15.05	9.8	23.3
ERBB2	ERBB2	6	393.98	426.31	686.85
ERBB3	ERBB3	3	346.78	321.2	332.89
