#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	1 T1 MeanExpLevel	1 T2 MeanExpLevel	1 T3 MeanExpLevel
RPS6KB2	RPS6KB2	DIU	0.003988	YES	3	205.94	137.82	100.99
RPS6KC1	RPS6KC1	Not DIU	0.5742	NO		745.2	725.91	836.69
RPS6KL1	RPS6KL1	DIU	0.007738	YES	1	31.61	29.71	27.98
RPUSD1	RPUSD1	Not DIU	0.84864	NO		196.32	184.39	217.61
RPUSD3	RPUSD3	Not DIU	0.68952	NO		88.05	95.53	75.55
RPUSD4	RPUSD4	Not DIU	0.36928	NO		259.62	205.74	103.42
RRAGB	RRAGB	Not DIU	0.34763	NO		93.27	124.62	153.71
RRAS2	RRAS2	Not DIU	0.39803	NO		686.28	618.92	460.2
RRBP1	RRBP1	Not DIU	0.82685	NO		1526.41	1017.84	1152.65
RREB1	RREB1	Not DIU	0.22525	NO		437.4	489.85	599.48
RRM1	RRM1	Not DIU	0.67869	NO		262.97	262.3	214.19
RRN3	RRN3	Not DIU	0.63255	NO		519.39	724.96	749.83
RRNAD1	RRNAD1	Not DIU	0.50905	NO		142.0	116.23	92.45
RRP1	RRP1	Not DIU	0.38375	YES	2	204.89	206.03	213.96
RRP12	RRP12	Not DIU	0.079145	NO		277.09	266.57	307.64
RRP7A	RRP7A	DIU	2.8001E-7	YES	3	141.46	154.38	117.17
RRP8	RRP8	Not DIU	0.24847	YES	1,2	91.79	84.47	81.08
RRS1	RRS1	Not DIU	0.96841	NO		93.79	94.92	75.68
RSAD1	RSAD1	Not DIU	0.88865	NO		663.71	1881.9	1274.95
RSAD1_ACSF2	RSAD1_ACSF2	DIU	0.0088297	NO		4186.49	4905.33	2588.84
RSBN1L	RSBN1L	Not DIU	0.4815	NO		568.04	587.12	553.62
RSL1D1	RSL1D1	DIU	0.023166	NO		583.07	715.83	620.97
RSPRY1	RSPRY1	DIU	0.046054	NO		267.08	264.87	276.44
RSRC2	RSRC2	DIU	3.3036E-6	NO		930.18	943.43	736.04
RSRP1	RSRP1	Not DIU	0.19588	NO		301.3	319.54	312.51
RTCA	RTCA	DIU	3.6312E-9	YES	3	446.29	499.68	489.56
RTCB	RTCB	Not DIU	0.26151	NO		961.01	920.36	839.34
RTEL1	RTEL1	Not DIU	0.10113	NO		136.76	91.96	78.15
RTF2	RTF2	Not DIU	0.14033	NO		434.16	429.35	406.48
RTKN	RTKN	Not DIU	0.4079	NO		86.98	105.93	112.87
RTL10	RTL10	Not DIU	0.26151	YES	1	34.13	52.21	83.52
RTL6	RTL6	Not DIU	0.99923	NO		768.47	788.83	806.27
RTN4	RTN4	DIU	2.804E-9	YES	3	3549.11	2807.38	2006.72
RTN4IP1	RTN4IP1	Not DIU	0.75681	NO		317.94	279.43	266.48
RTTN	RTTN	Not DIU	0.69543	NO		360.21	408.46	513.83
RUBCN	RUBCN	Not DIU	0.34434	NO		246.2	271.7	290.22
RUBCNL	RUBCNL	Not DIU	0.74692	YES	3	46.04	51.39	51.93
RUFY2	RUFY2	DIU	0.023987	NO		669.89	826.91	800.69
RUFY3	RUFY3	DIU	4.4144E-7	YES	2,3	631.82	860.31	831.91
RUFY4	RUFY4	Not DIU	0.63035	YES	1,2,3	551.4	592.29	509.21
RUNDC1	RUNDC1	Not DIU	0.22395	NO		148.63	141.92	167.66
RUNDC3B	RUNDC3B	Not DIU	0.085486	YES	1,3	66.29	76.18	103.77
RUNX1	RUNX1	Not DIU	0.33411	NO		36.08	57.98	83.98
RUNX1T1	RUNX1T1	Not DIU	0.44277	YES	3	189.29	217.74	316.36
RUSC1	RUSC1	Not DIU	0.57808	NO		113.05	126.76	142.6
RUSC2	RUSC2	DIU	0.033311	YES	3	668.93	591.06	410.72
RUVBL2	RUVBL2	DIU	0.037675	YES	2	142.05	132.02	144.76
RWDD2B	RWDD2B	Not DIU	0.81985	NO		184.19	144.28	84.05
RWDD3	RWDD3	Not DIU	0.055589	YES	1	216.46	230.56	267.28
RWDD4	RWDD4	DIU	0.046413	NO		665.03	665.05	649.41
RXFP4_LOC113245259	RXFP4_LOC113245259	DIU	0.035348	YES	3	90.49	85.07	102.0
RXRB	RXRB	Not DIU	0.086052	YES	1,2	313.68	284.41	202.43
RXYLT1	RXYLT1	Not DIU	0.65073	YES	2,3	134.42	119.43	137.94
RYK	RYK	Not DIU	0.82961	NO		1494.68	1389.08	955.94
RYR1	RYR1	DIU	1.3827E-6	NO		44.01	101.49	350.26
S100A1	S100A1	Not DIU	0.48676	NO		33.8	60.39	76.4
S100A16	S100A16	Not DIU	0.90567	YES	2	406.37	321.16	346.44
S100B	S100B	Not DIU	0.97396	NO		5992.75	4712.68	1023.27
S100PBP	S100PBP	Not DIU	0.20066	NO		423.3	529.89	673.47
S1PR1	S1PR1	Not DIU	0.95028	NO		552.13	644.57	508.02
SAAL1	SAAL1	DIU	0.039153	NO		251.87	241.97	370.34
SACM1L	SACM1L	Not DIU	0.14881	NO		1100.32	943.92	839.09
SAFB	SAFB	DIU	1.2666E-6	NO		649.54	940.62	1171.55
SAFB2	SAFB2	Not DIU	0.6415	NO		357.5	396.48	407.52
SAMD1	SAMD1	Not DIU	0.53776	NO		75.35	74.83	86.78
SAMD10	SAMD10	Not DIU	0.19336	YES	1	44.94	36.94	72.61
SAMD4A	SAMD4A	Not DIU	0.83444	NO		625.2	793.81	757.21
SAMD4B	SAMD4B	Not DIU	0.73249	NO		298.86	284.74	364.96
SAMHD1	SAMHD1	Not DIU	0.30738	YES	1,2	412.65	329.4	363.22
SAMM50	SAMM50	DIU	5.6252E-4	NO		1565.93	917.99	523.42
SAP130	SAP130	DIU	6.5516E-5	YES	2	248.01	290.08	359.58
SAP30BP	SAP30BP	Not DIU	0.99544	NO		147.03	159.84	166.29
SARAF	SARAF	Not DIU	0.47079	YES	1	4402.19	4133.11	2512.2
SARDH	SARDH	Not DIU	0.4079	NO		79.86	48.77	60.34
SARM1	SARM1	Not DIU	0.88865	YES	1,2	38.54	37.78	89.88
SART3	SART3	Not DIU	0.075535	YES	2,3	399.14	421.99	400.81
SASH1	SASH1	DIU	0.0037474	YES	1,3	1556.29	1805.81	2033.02
SAT1	SAT1	Not DIU	0.18189	YES	3	1269.92	1029.23	622.88
SAXO2	SAXO2	Not DIU	0.25851	YES	3	202.33	200.11	237.08
SAYSD1	SAYSD1	Not DIU	0.43254	NO		120.63	95.5	71.89
SBDS	SBDS	DIU	1.3031E-4	NO		858.53	898.11	878.79
SBF2	SBF2	Not DIU	0.050692	YES	3	2575.17	2537.63	2060.88
SBNO1	SBNO1	DIU	1.7374E-5	NO		943.81	866.74	896.08
SC5D	SC5D	Not DIU	0.13811	NO		859.45	592.15	527.47
SCAF1	SCAF1	Not DIU	0.60288	NO		148.04	155.55	267.99
SCAF11	SCAF11	Not DIU	0.15215	YES	3	1653.29	1850.54	1888.66
SCAF4	SCAF4	Not DIU	0.27249	NO		348.27	387.88	407.85
SCAF8	SCAF8	DIU	2.804E-9	NO		1047.55	1169.62	1211.08
SCAI	SCAI	Not DIU	0.51299	NO		74.46	88.33	113.68
SCAMP4	SCAMP4	DIU	0.03543	YES	3	431.35	323.58	286.08
SCAMP5	SCAMP5	Not DIU	0.97261	NO		51.04	44.56	56.93
SCARA3	SCARA3	Not DIU	0.61874	NO		187.04	252.86	205.68
SCARA5	SCARA5	Not DIU	0.77894	NO		2577.48	3195.72	2103.72
SCARB1	SCARB1	Not DIU	0.48695	YES	1	707.97	487.99	371.92
SCARB2	SCARB2	Not DIU	0.89122	NO		2353.62	2201.91	1639.1
SCARF1	SCARF1	Not DIU	0.67214	YES	3	272.33	304.93	308.0
SCARF2	SCARF2	Not DIU	0.88101	NO		116.14	109.73	134.9
SCD	SCD	Not DIU	0.37661	YES	3	672259.24	168957.75	74322.55
SCFD1	SCFD1	DIU	0.034045	NO		1030.01	919.55	965.03
SCFD2	SCFD2	Not DIU	0.066413	NO		338.51	274.74	258.71
SCG3	SCG3	Not DIU	0.32328	NO		26.27	37.31	104.99
SCHIP1	SCHIP1	Not DIU	0.18693	NO		323.59	312.67	336.66
SCIN	SCIN	Not DIU	0.070941	NO		86.25	65.05	50.57
SCLT1	SCLT1	Not DIU	0.81534	NO		135.58	114.5	157.15
SCLY	SCLY	Not DIU	0.99971	NO		63.77	94.83	82.93
SCMH1	SCMH1	Not DIU	0.47079	NO		441.08	533.73	553.31
SCML1	SCML1	Not DIU	0.34794	YES	3	142.61	165.69	203.69
SCN1B	SCN1B	Not DIU	0.091204	NO		13.3	19.95	54.51
SCN8A	SCN8A	Not DIU	0.9509	NO		19.66	31.05	26.45
SCNN1A	SCNN1A	Not DIU	0.45371	NO		30.5	29.6	48.65
SCOC	SCOC	Not DIU	0.74023	NO		341.17	300.46	252.55
SCP2	SCP2	Not DIU	0.85051	NO		5489.55	5166.69	3316.47
SCPEP1	SCPEP1	Not DIU	0.47185	NO		1183.86	1023.55	807.71
SCRIB	SCRIB	Not DIU	0.15396	NO		161.39	175.73	247.79
SCRN3	SCRN3	DIU	0.0013177	NO		181.97	161.08	127.69
SCUBE2	SCUBE2	DIU	3.4929E-5	YES	1,2	970.19	1187.08	1505.43
SCYL1	SCYL1	Not DIU	0.37024	YES	2	284.66	235.36	243.48
SCYL2	SCYL2	Not DIU	0.62949	NO		715.15	737.69	530.13
SCYL3	SCYL3	Not DIU	0.91676	NO		181.74	227.62	278.52
SDAD1	SDAD1	Not DIU	0.064669	NO		787.0	842.91	624.45
SDC1	SDC1	Not DIU	0.65836	NO		220.28	207.62	173.83
SDC2	SDC2	Not DIU	0.90943	NO		2100.39	1969.2	1863.79
SDCBP	SDCBP	Not DIU	0.082607	NO		1428.09	1401.28	1353.39
SDCCAG8	SDCCAG8	Not DIU	0.87805	YES	1,3	189.79	208.02	165.82
SDE2	SDE2	Not DIU	0.66639	NO		268.19	281.83	288.9
SDHA	SDHA	DIU	1.9203E-4	YES	2	3082.79	2026.98	1758.01
SDHAF2	SDHAF2	DIU	0.035253	NO		269.14	216.7	200.03
SDHAF3	SDHAF3	Not DIU	0.78562	YES	1	318.54	314.08	256.53
SDHD	SDHD	DIU	5.7521E-13	NO		3033.81	2471.35	2346.08
SDK1	SDK1	Not DIU	0.7235	NO		3016.37	3202.52	2841.09
SDR39U1	SDR39U1	Not DIU	0.3759	NO		74.06	70.65	56.46
SDR42E1	SDR42E1	DIU	4.3462E-5	YES	2	193.84	184.44	118.67
SDR42E2	SDR42E2	Not DIU	0.61863	YES	3	42.54	45.5	58.63
SDR9C7	SDR9C7	Not DIU	0.96273	NO		185.0	73.68	30.09
SDR9C7_RDH16	SDR9C7_RDH16	Not DIU	0.75087	YES	2,3	261.56	91.27	10.83
SEC11C	SEC11C	Not DIU	0.2239	NO		813.09	840.62	431.91
SEC14L1	SEC14L1	Not DIU	0.56561	YES	3	686.42	798.97	662.55
SEC14L5	SEC14L5	Not DIU	0.087801	YES	2,3	116.73	33.36	41.51
SEC22A	SEC22A	Not DIU	0.77173	NO		199.2	186.47	184.56
SEC22B	SEC22B	DIU	3.2632E-5	YES	3	1636.78	1501.25	1751.64
SEC22C	SEC22C	Not DIU	0.58575	YES	1	282.65	273.07	209.81
SEC23A	SEC23A	Not DIU	0.16621	NO		1237.93	1081.12	1030.68
SEC23B	SEC23B	Not DIU	0.44804	YES	1,3	529.21	397.69	322.65
SEC23IP	SEC23IP	DIU	2.2158E-4	NO		732.98	712.66	617.71
SEC24A	SEC24A	DIU	0.027295	YES	3	1193.65	1238.51	775.45
SEC24B	SEC24B	Not DIU	0.59667	NO		1112.22	1221.74	995.69
SEC24C	SEC24C	DIU	0.045104	NO		1152.67	1043.38	866.27
SEC24D	SEC24D	Not DIU	0.64514	NO		657.56	563.66	786.45
SEC31A	SEC31A	DIU	0.0024474	NO		2918.47	3104.16	4024.25
SEC31B	SEC31B	Not DIU	0.11993	YES	2	435.14	499.48	569.02
SEC61G	SEC61G	Not DIU	0.12746	NO		534.02	531.9	579.69
SEC62	SEC62	Not DIU	0.62789	NO		1057.44	1171.28	936.78
SEC63	SEC63	DIU	2.6507E-13	NO		1260.15	1573.76	2072.1
SECISBP2	SECISBP2	Not DIU	0.77688	NO		303.65	319.07	396.11
SECISBP2L	SECISBP2L	Not DIU	0.58752	YES	1	3064.94	2880.79	2695.77
SECTM1	SECTM1	Not DIU	0.50053	NO		203.5	179.35	111.53
SEH1L	SEH1L	DIU	3.6351E-11	NO		817.61	681.61	662.6
SEL1L3	SEL1L3	Not DIU	0.10374	YES	1,2	112.11	154.16	188.47
SELENON	SELENON	Not DIU	0.39468	NO		431.81	412.7	488.6
SELENOO	SELENOO	DIU	0.0044931	NO		147.29	130.61	109.0
SELENOP	SELENOP	Not DIU	0.18467	NO		10849.34	14984.16	12261.42
SELENOS	SELENOS	DIU	0.001159	NO		573.63	555.98	467.23
SELENOT	SELENOT	Not DIU	0.29834	NO		943.97	629.89	680.03
SELP	SELP	Not DIU	0.25204	YES	2	33.23	14.38	48.25
SEMA3A	SEMA3A	Not DIU	0.095662	YES	3	264.62	223.82	162.1
SEMA3B	SEMA3B	DIU	0.0042218	YES	2	760.34	541.67	332.58
SEMA3F	SEMA3F	Not DIU	0.23806	NO		83.65	83.9	77.16
SEMA4B	SEMA4B	Not DIU	0.67624	NO		156.44	188.19	193.69
SEMA4C	SEMA4C	Not DIU	0.12294	NO		111.65	119.01	120.54
SEMA4F	SEMA4F	Not DIU	0.13415	YES	2,3	156.79	168.61	203.86
SEMA4G	SEMA4G	Not DIU	0.99923	NO		9.79	18.79	34.52
SEMA6A	SEMA6A	Not DIU	0.34441	NO		209.94	206.77	226.1
SEMA6D	SEMA6D	DIU	0.0098808	NO		1311.81	1396.33	726.1
SENP2	SENP2	Not DIU	0.47833	NO		800.87	906.97	817.4
SENP5	SENP5	DIU	0.0010667	NO		734.28	754.47	942.71
SENP6	SENP6	DIU	0.017947	YES	2,3	1127.73	1093.85	1027.69
SENP7	SENP7	DIU	0.0028208	NO		385.15	409.35	381.37
SEPHS1	SEPHS1	Not DIU	0.52978	NO		645.74	656.59	597.32
SEPSECS	SEPSECS	Not DIU	0.62868	NO		688.53	732.8	725.01
SEPT10	SEPT10	DIU	0.020698	NO		1204.84	1237.72	1048.54
SEPT4	SEPT4	DIU	0.010054	NO		238.1	344.95	331.68
SEPT5	SEPT5	Not DIU	0.11404	NO		1568.33	430.77	135.83
SEPT6	SEPT6	Not DIU	0.71867	NO		276.67	229.07	321.43
SEPT7	SEPT7	Not DIU	0.69064	NO		2030.85	2175.58	2206.48
SEPT8	SEPT8	DIU	7.4235E-4	NO		908.51	1070.52	850.15
SERAC1	SERAC1	DIU	0.020645	YES	1,2	147.8	128.0	124.6
SERBP1	SERBP1	Not DIU	0.56871	NO		2688.07	2931.05	1939.03
SERINC3	SERINC3	DIU	0.016589	NO		1607.79	1819.67	1624.45
SERINC5	SERINC5	DIU	0.046175	NO		933.59	1230.03	666.4
SERPINA3	SERPINA3	DIU	0.0071073	YES	1	185.86	124.09	99.03
SERPINB1	SERPINB1	Not DIU	0.3222	YES	2,3	405.78	481.29	463.49
SERPINB6	SERPINB6	Not DIU	0.52843	YES	3	187.6	241.71	232.06
SERPINB9	SERPINB9	Not DIU	0.078386	NO		143.83	169.84	197.16
SERPINH1	SERPINH1	DIU	4.5672E-17	YES	3	5688.14	2767.45	1943.57
SESN1	SESN1	Not DIU	0.85332	NO		976.61	963.4	718.18
SESN3	SESN3	Not DIU	0.71914	NO		5945.81	7938.11	3421.68
SESTD1	SESTD1	DIU	1.243E-5	YES	3	1362.68	2171.56	2632.38
SET	SET	Not DIU	0.67771	NO		1562.54	1591.23	1475.28
SETD1A	SETD1A	Not DIU	0.68162	NO		117.63	99.92	157.7
SETD2	SETD2	Not DIU	0.72809	NO		1855.39	1964.48	1996.75
SETD4	SETD4	Not DIU	0.18029	NO		184.78	210.2	213.58
SETD5	SETD5	DIU	2.4753E-4	NO		1220.39	1292.52	1508.25
SETD6	SETD6	Not DIU	0.60315	NO		173.93	169.68	168.63
SETD7	SETD7	Not DIU	0.84338	NO		4426.21	4192.94	2176.24
SETD9	SETD9	DIU	0.038322	NO		108.76	119.81	96.61
SETDB1	SETDB1	DIU	0.024174	NO		330.97	330.46	357.44
SETX	SETX	DIU	3.9147E-4	YES	1,2	1774.34	2068.95	2373.34
SEZ6L2	SEZ6L2	Not DIU	0.80399	NO		8.85	16.68	46.13
SF1	SF1	Not DIU	0.067018	YES	2	1543.67	1780.89	2317.76
SF3B1	SF3B1	Not DIU	0.72411	NO		4969.41	5297.65	5896.37
SF3B3	SF3B3	DIU	6.5928E-5	NO		1058.62	1024.51	1052.64
SF3B4	SF3B4	Not DIU	0.49898	NO		152.05	170.07	183.76
SFI1	SFI1	Not DIU	0.25308	NO		171.09	212.53	268.53
SFMBT1	SFMBT1	DIU	0.027267	YES	2	61.57	53.24	66.25
SFMBT2	SFMBT2	DIU	0.0341	YES	1	190.76	248.58	318.07
SFR1	SFR1	Not DIU	0.2775	YES	2	111.57	106.95	113.27
SFSWAP	SFSWAP	Not DIU	0.97311	NO		400.81	456.65	688.97
SFT2D1	SFT2D1	Not DIU	0.10646	NO		246.92	267.14	237.39
SFXN1	SFXN1	DIU	0.018011	NO		557.48	554.61	564.28
SFXN2	SFXN2	Not DIU	0.62266	YES	3	165.39	133.35	132.6
SFXN3	SFXN3	DIU	0.010613	YES	2	379.66	412.0	411.1
SFXN4	SFXN4	Not DIU	0.72943	NO		163.5	118.77	136.62
SGCB	SGCB	Not DIU	0.96591	NO		92.72	129.39	135.8
SGCE	SGCE	DIU	0.0016141	NO		832.64	940.64	547.83
SGCG	SGCG	Not DIU	0.88755	NO		431.55	294.18	85.98
SGF29	SGF29	Not DIU	0.36224	NO		100.34	93.59	63.96
SGIP1	SGIP1	Not DIU	0.56437	YES	2	59.92	48.07	78.07
SGK1	SGK1	DIU	2.8432E-4	YES	3	290.16	310.59	260.23
SGK2	SGK2	DIU	0.0030996	YES	1	3570.89	1357.65	123.29
SGMS1	SGMS1	DIU	7.2508E-4	YES	3	650.53	737.71	569.57
SGPL1	SGPL1	Not DIU	0.55053	YES	1,2	930.68	927.2	724.59
SGSM2	SGSM2	Not DIU	0.9116	NO		103.47	118.36	163.57
SGTA	SGTA	Not DIU	0.099131	NO		393.15	323.27	230.5
SH2B1	SH2B1	Not DIU	0.34944	YES	2,3	212.79	180.21	229.4
SH2B3	SH2B3	Not DIU	0.85065	NO		114.0	124.91	117.7
SH3BP2	SH3BP2	Not DIU	0.14981	YES	2,3	109.75	78.37	123.05
SH3BP5	SH3BP5	DIU	0.013336	NO		654.45	760.18	757.56
SH3BP5L	SH3BP5L	Not DIU	0.11665	YES	1,2	163.78	156.28	171.36
SH3D19	SH3D19	DIU	0.011483	NO		1048.95	1276.66	1060.94
SH3GLB1	SH3GLB1	DIU	7.6831E-4	YES	1	5111.45	7355.2	5247.24
SH3GLB2	SH3GLB2	Not DIU	0.8278	NO		137.5	152.9	146.31
SH3KBP1	SH3KBP1	Not DIU	0.82192	NO		320.0	339.06	273.63
SH3PXD2A	SH3PXD2A	DIU	0.01301	NO		934.96	947.47	773.49
SH3PXD2B	SH3PXD2B	Not DIU	0.42457	YES	1,2	997.8	1131.86	2280.05
SH3RF2	SH3RF2	Not DIU	0.51651	NO		119.69	124.68	102.93
SH3RF3	SH3RF3	Not DIU	0.68886	YES	3	371.46	416.7	463.96
SH3TC1	SH3TC1	Not DIU	0.65733	NO		142.4	182.78	129.13
SH3TC2	SH3TC2	Not DIU	0.54585	NO		70.74	76.34	49.4
SH3YL1	SH3YL1	Not DIU	0.61331	YES	3	47.59	62.48	112.57
SHARPIN	SHARPIN	DIU	0.025178	NO		204.34	182.86	197.26
SHC1	SHC1	Not DIU	0.11061	YES	3	1456.62	884.82	1941.18
SHC2	SHC2	Not DIU	0.23661	YES	1	84.83	87.78	78.71
SHE	SHE	Not DIU	0.59539	NO		299.17	339.6	446.85
SHISA5	SHISA5	Not DIU	0.31396	NO		942.83	897.77	947.07
SHKBP1	SHKBP1	Not DIU	0.13256	NO		183.13	129.62	156.96
SHLD2	SHLD2	DIU	1.2028E-4	YES	2,3	164.11	182.6	93.8
SHMT1	SHMT1	Not DIU	0.49772	NO		392.83	354.25	376.37
SHOC2	SHOC2	Not DIU	0.12976	NO		921.16	1032.19	1138.62
SHOX2	SHOX2	Not DIU	0.076597	NO		164.31	189.4	137.01
SHPRH	SHPRH	Not DIU	0.91998	YES	3	818.86	976.91	905.93
SHQ1	SHQ1	Not DIU	0.27148	YES	1,2	145.99	124.14	142.0
SHTN1	SHTN1	Not DIU	0.058769	NO		107.56	199.46	210.89
SIAE	SIAE	Not DIU	0.43534	NO		154.57	228.48	118.07
SIAH1	SIAH1	Not DIU	0.35477	NO		365.76	403.54	367.85
SIDT1	SIDT1	Not DIU	0.92141	YES	2	45.43	28.45	9.95
SIDT2	SIDT2	DIU	9.8449E-4	NO		180.6	190.33	232.1
SIGIRR	SIGIRR	DIU	8.5956E-4	NO		123.94	126.4	89.54
SIK1	SIK1	Not DIU	0.52684	NO		64.51	88.16	163.46
SIK3	SIK3	DIU	0.022508	NO		262.93	291.78	335.92
SIKE1	SIKE1	Not DIU	0.31499	YES	3	292.2	272.37	244.32
SIN3A	SIN3A	Not DIU	0.17211	NO		550.14	601.34	734.26
SINHCAF	SINHCAF	Not DIU	0.094387	NO		40.76	40.34	50.41
SIPA1	SIPA1	Not DIU	0.38927	NO		158.85	184.56	192.99
SIPA1L1	SIPA1L1	Not DIU	0.94144	NO		436.43	512.51	717.75
SIPA1L2	SIPA1L2	Not DIU	0.98773	YES	1	273.2	328.18	263.07
SIPA1L3	SIPA1L3	Not DIU	0.94951	YES	1	125.97	131.61	140.53
SIRPA	SIRPA	Not DIU	0.84584	NO		608.54	763.17	804.51
SIRT1	SIRT1	Not DIU	0.79913	NO		399.81	426.55	444.57
SIRT2	SIRT2	DIU	1.5038E-9	NO		381.05	408.17	304.32
SIRT3	SIRT3	DIU	2.7499E-8	YES	3	864.9	850.46	774.81
SIRT5	SIRT5	DIU	0.0018982	YES	3	319.12	311.42	254.73
SIRT6	SIRT6	Not DIU	0.45667	YES	2,3	32.49	33.38	27.93
SIRT7	SIRT7	Not DIU	0.92147	NO		185.15	196.13	183.81
SIX1	SIX1	Not DIU	0.088454	NO		303.57	401.84	269.21
SKA2	SKA2	Not DIU	0.75415	NO		123.27	92.29	61.72
SKAP2	SKAP2	Not DIU	0.87508	NO		1284.48	1666.54	1344.87
SKI	SKI	Not DIU	0.53737	NO		723.16	676.54	920.42
SKIL	SKIL	Not DIU	0.47215	YES	1	1561.86	1312.09	1152.82
SKIV2L	SKIV2L	Not DIU	0.40369	NO		418.71	386.86	330.14
SKP1	SKP1	DIU	5.681E-6	NO		2781.98	2665.46	2178.67
SLAIN1	SLAIN1	Not DIU	0.95889	YES	2	37.13	45.13	34.37
SLAIN2	SLAIN2	Not DIU	0.36997	NO		1387.92	1655.72	1165.56
SLBP	SLBP	DIU	4.2117E-8	YES	3	189.04	192.71	196.89
SLC10A3	SLC10A3	Not DIU	0.2959	NO		39.23	36.55	102.01
SLC10A6	SLC10A6	Not DIU	0.88865	NO		381.99	477.11	535.3
SLC10A7	SLC10A7	Not DIU	0.6307	YES	3	68.4	49.26	46.24
SLC11A2	SLC11A2	DIU	0.036026	YES	1,3	411.9	426.81	447.8
SLC12A4	SLC12A4	Not DIU	0.16425	YES	3	789.93	814.45	684.22
SLC12A6	SLC12A6	DIU	0.018909	NO		756.4	868.43	1108.59
SLC12A7	SLC12A7	Not DIU	0.27299	NO		271.5	277.23	401.42
SLC16A10	SLC16A10	Not DIU	0.79949	NO		39.88	45.17	35.18
SLC16A13	SLC16A13	Not DIU	0.70732	NO		170.22	80.51	80.54
SLC16A2	SLC16A2	Not DIU	0.56501	NO		183.66	165.76	134.03
SLC16A3	SLC16A3	Not DIU	0.43173	NO		71.33	66.49	248.33
SLC16A7	SLC16A7	Not DIU	0.45754	NO		1520.56	1380.27	1256.07
SLC16A9	SLC16A9	Not DIU	0.94868	YES	3	318.92	306.32	257.61
SLC17A9	SLC17A9	DIU	1.5871E-6	NO		153.93	110.9	148.53
SLC18B1	SLC18B1	DIU	1.3048E-10	YES	1	435.95	479.03	475.26
SLC19A1	SLC19A1	DIU	0.038955	YES	3	253.99	214.59	292.76
SLC1A3	SLC1A3	DIU	0.012649	YES	3	766.09	608.87	437.35
SLC20A1	SLC20A1	Not DIU	0.96511	NO		320.92	308.94	365.66
SLC20A2	SLC20A2	Not DIU	0.24961	NO		456.11	437.18	432.03
SLC22A17	SLC22A17	Not DIU	0.11645	NO		305.48	219.73	300.21
SLC22A3	SLC22A3	DIU	0.044801	NO		1568.31	1226.53	723.41
SLC22A31	SLC22A31	Not DIU	0.097554	NO		136.53	100.34	77.97
SLC23A2	SLC23A2	Not DIU	0.69017	NO		295.09	288.59	315.48
SLC24A3	SLC24A3	Not DIU	0.11414	NO		59.33	48.45	30.98
SLC25A1	SLC25A1	Not DIU	0.72208	NO		6994.67	1568.45	660.31
SLC25A10	SLC25A10	Not DIU	0.16568	NO		2712.1	655.11	293.72
SLC25A12	SLC25A12	Not DIU	0.090203	NO		377.7	361.6	340.85
SLC25A13	SLC25A13	DIU	6.6711E-5	NO		254.12	203.56	216.31
SLC25A15	SLC25A15	Not DIU	0.20585	NO		145.22	157.29	137.35
SLC25A17	SLC25A17	DIU	0.020261	NO		361.34	386.81	327.95
SLC25A19	SLC25A19	Not DIU	0.35787	NO		303.37	197.1	194.72
SLC25A22	SLC25A22	DIU	0.043835	NO		145.7	74.99	117.95
SLC25A23	SLC25A23	Not DIU	0.50181	NO		87.9	81.01	78.28
SLC25A25	SLC25A25	Not DIU	0.96841	NO		214.5	303.69	235.31
SLC25A26	SLC25A26	Not DIU	0.5474	NO		208.66	190.68	156.37
SLC25A27	SLC25A27	Not DIU	0.80038	NO		98.29	115.63	87.12
SLC25A28	SLC25A28	Not DIU	0.6882	NO		144.72	182.55	234.8
SLC25A30	SLC25A30	Not DIU	0.75967	NO		589.49	1024.02	670.2
SLC25A32	SLC25A32	DIU	0.026359	NO		210.35	213.88	182.77
SLC25A33	SLC25A33	Not DIU	0.1396	YES	3	138.5	122.93	97.89
SLC25A34	SLC25A34	Not DIU	0.11329	NO		1211.3	660.03	203.29
SLC25A36	SLC25A36	Not DIU	0.49518	NO		989.05	1020.86	1200.54
SLC25A37	SLC25A37	Not DIU	0.58576	NO		261.98	261.86	250.68
SLC25A38	SLC25A38	Not DIU	0.39509	NO		148.32	133.38	160.18
SLC25A39	SLC25A39	Not DIU	0.43061	YES	1	604.67	320.03	320.75
SLC25A40	SLC25A40	DIU	9.8646E-14	YES	1,3	392.07	447.97	451.4
SLC25A44	SLC25A44	DIU	0.0012059	NO		160.48	165.18	107.57
SLC25A46	SLC25A46	Not DIU	0.23746	NO		704.58	548.46	545.02
SLC25A51	SLC25A51	Not DIU	0.11567	YES	1	726.06	612.8	569.47
SLC26A11	SLC26A11	DIU	0.011939	NO		133.99	151.18	161.31
SLC26A4	SLC26A4	Not DIU	0.89557	NO		74.66	56.93	71.27
SLC26A5	SLC26A5	Not DIU	0.076553	YES	1	185.94	163.45	165.9
SLC26A6	SLC26A6	Not DIU	0.66614	YES	2,3	73.61	43.26	26.73
SLC27A1	SLC27A1	Not DIU	0.058199	NO		555.26	552.26	546.65
SLC27A3	SLC27A3	Not DIU	0.58982	NO		415.96	480.6	460.95
SLC27A4	SLC27A4	Not DIU	0.36503	NO		289.53	240.48	202.37
SLC27A5	SLC27A5	Not DIU	0.067325	NO		72.97	76.14	100.2
