#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	1 T1 MeanExpLevel	1 T2 MeanExpLevel	1 T3 MeanExpLevel
LOC113246351	LOC113246351	DIU	0.0038546	NO		41.33	69.25	136.18
LOC113246356	LOC113246356	Not DIU	0.081763	NO		201.55	208.25	208.67
LOC113246515	LOC113246515	Not DIU	0.19719	NO		39.09	52.74	41.85
LOC113246566	LOC113246566	Not DIU	0.78562	YES	1	185.8	196.1	155.75
LOC113246573	LOC113246573	DIU	4.461E-4	NO		1467.62	1361.1	674.87
LOC113246594	LOC113246594	Not DIU	0.994	NO		185.27	184.96	205.14
LOC113246636	LOC113246636	Not DIU	0.52123	NO		64.38	46.86	33.41
LOC113246676	LOC113246676	Not DIU	0.88461	NO		248.06	263.57	205.67
LOC113246677	LOC113246677	Not DIU	0.90054	NO		522.68	614.85	508.21
LOC113246772	LOC113246772	DIU	0.0012449	YES	3	42.02	28.33	21.37
LOC113246789	LOC113246789	Not DIU	0.6175	NO		393.4	361.05	370.09
LOC113246844	LOC113246844	Not DIU	0.47532	NO		550.25	551.79	563.25
LOC113246846	LOC113246846	DIU	9.5259E-14	NO		694.59	487.45	368.7
LOC113246847	LOC113246847	Not DIU	0.35519	YES	3	45.29	47.29	63.72
LOC113246854	LOC113246854	Not DIU	0.66314	NO		253.14	267.52	276.27
LOC113246855	LOC113246855	Not DIU	0.10345	NO		883.64	1119.53	995.88
LOC113246870	LOC113246870	Not DIU	0.60299	YES	2	182.14	174.96	244.23
LOC113246872	LOC113246872	Not DIU	0.58292	NO		149.02	145.28	170.93
LOC113246877	LOC113246877	Not DIU	0.94208	NO		234.32	209.37	231.36
LOC113246880	LOC113246880	Not DIU	0.14658	NO		64.64	51.58	34.32
LOC113246898_LIPT1	LOC113246898_LIPT1	DIU	0.037699	YES	1	89.13	95.2	86.24
LOC113246915	LOC113246915	Not DIU	0.79581	NO		153.59	151.57	135.29
LOC113246920	LOC113246920	Not DIU	0.87522	NO		172.49	144.27	166.2
LOC113246947	LOC113246947	Not DIU	0.95079	YES	2	219.68	201.0	168.44
LOC113247073	LOC113247073	Not DIU	0.52545	YES	1	63.61	52.05	47.9
LOC113247088_LOC113247089	LOC113247088_LOC113247089	DIU	0.0054125	YES	1,3	66.92	72.54	59.34
LOC113247089	LOC113247089	Not DIU	0.57938	NO		228.99	179.29	119.12
LOC113247090	LOC113247090	Not DIU	0.24569	NO		333.06	369.93	311.84
LOC113247093	LOC113247093	Not DIU	0.86399	NO		94.67	115.15	127.63
LOC113247102	LOC113247102	Not DIU	0.12502	YES	1,3	23.09	22.92	25.89
LOC113247187	LOC113247187	Not DIU	0.7358	NO		75.67	75.72	76.25
LOC113247190	LOC113247190	Not DIU	0.56762	NO		104.1	131.77	99.9
LOC113247193	LOC113247193	Not DIU	0.81823	YES	1	211.22	173.71	156.03
LOC113247237	LOC113247237	Not DIU	0.89405	NO		119.03	76.19	45.75
LOC113247244	LOC113247244	Not DIU	0.86687	NO		138.59	133.2	177.65
LOC113247247	LOC113247247	Not DIU	0.20688	YES	3	141.43	178.16	194.45
LOC113247249	LOC113247249	Not DIU	0.93375	YES	1	88.15	96.42	174.67
LOC113247252	LOC113247252	Not DIU	0.097981	NO		61.44	69.11	62.22
LOC113247253	LOC113247253	Not DIU	0.2396	YES	3	117.33	107.86	97.82
LOC113247256	LOC113247256	Not DIU	0.1815	NO		100.11	93.34	110.24
LOC113247260	LOC113247260	Not DIU	0.13557	NO		94.5	71.96	54.65
LOC113247264	LOC113247264	Not DIU	0.23476	YES	2,3	211.25	234.96	288.66
LOC113247282	LOC113247282	Not DIU	0.05173	YES	2	91.15	78.12	91.15
LOC113247284	LOC113247284	Not DIU	0.50726	YES	3	46.81	52.47	54.01
LOC113247335	LOC113247335	Not DIU	0.97094	YES	2	88.18	82.93	90.94
LOC113247397	LOC113247397	Not DIU	0.73766	NO		55.71	51.44	35.79
LOC113247438	LOC113247438	Not DIU	0.94879	NO		87.47	83.63	84.19
LOC113247444	LOC113247444	Not DIU	0.22345	YES	1,2	94.16	85.05	73.26
LOC113247645	LOC113247645	Not DIU	0.81823	NO		3212.45	3358.04	4937.87
LOC113247696	LOC113247696	Not DIU	0.74572	NO		93.99	100.64	98.56
LOC113247723	LOC113247723	Not DIU	0.47833	NO		248.64	246.63	219.91
LOC113247739	LOC113247739	Not DIU	0.73814	NO		274.51	251.87	258.26
LOC113247740_LOC113247739	LOC113247740_LOC113247739	Not DIU	0.20332	YES	2	60.92	84.36	117.18
LOC113247780	LOC113247780	Not DIU	0.22481	NO		192.2	175.06	278.93
LOC113247886	LOC113247886	Not DIU	0.46664	NO		563.52	687.54	658.69
LOC113247887	LOC113247887	Not DIU	0.63516	NO		26.56	54.13	52.94
LOC113247899	LOC113247899	DIU	0.013649	NO		123.09	146.25	169.86
LOC113247918	LOC113247918	Not DIU	0.66811	NO		303.02	316.09	356.36
LOC113247922	LOC113247922	Not DIU	0.1577	NO		261.32	221.51	147.4
LOC113247926	LOC113247926	Not DIU	0.92584	NO		111.45	136.6	106.74
LOC113247941	LOC113247941	Not DIU	0.054741	NO		98.68	115.45	146.81
LOC113247981	LOC113247981	Not DIU	0.23401	YES	2	33.9	30.58	33.2
LOC113247983	LOC113247983	DIU	0.031738	NO		196.24	175.81	187.61
LOC113247986	LOC113247986	Not DIU	0.80309	NO		130.16	119.71	166.9
LOC113247989	LOC113247989	Not DIU	0.93918	YES	2,3	131.18	128.79	177.35
LOC113248009	LOC113248009	Not DIU	0.92853	NO		249.11	252.91	258.34
LOC113248010	LOC113248010	DIU	0.014637	YES	1,3	95.27	120.71	161.26
LOC113248011	LOC113248011	Not DIU	0.23209	YES	2	194.35	195.03	174.21
LOC113248016	LOC113248016	Not DIU	0.65072	NO		92.11	102.61	133.14
LOC113248019	LOC113248019	Not DIU	0.30119	YES	3	105.54	112.2	96.42
LOC113248020	LOC113248020	Not DIU	0.68611	NO		156.92	125.58	161.05
LOC113248028	LOC113248028	Not DIU	0.21912	NO		245.73	249.96	282.96
LOC113248040	LOC113248040	Not DIU	0.96598	NO		84.43	87.37	112.79
LOC113248080	LOC113248080	Not DIU	0.72944	NO		128.61	162.27	153.89
LOC113248100	LOC113248100	Not DIU	0.98251	NO		144.03	171.95	191.53
LOC113248121	LOC113248121	Not DIU	0.13506	NO		56.66	79.71	97.57
LOC113248155	LOC113248155	Not DIU	0.79096	YES	2	152.1	124.34	123.98
LOC113248158	LOC113248158	Not DIU	0.75713	NO		96.13	111.6	110.8
LOC113248165	LOC113248165	DIU	0.0042526	YES	2	217.96	250.26	187.75
LOC113248167	LOC113248167	DIU	0.010085	YES	1	57.81	52.55	71.95
LOC113248233	LOC113248233	Not DIU	0.93696	NO		100.96	114.44	90.36
LOC113248236	LOC113248236	Not DIU	0.88846	NO		26.18	28.94	24.36
LOC113248302	LOC113248302	Not DIU	0.92121	NO		177.94	135.84	101.88
LOC113248305	LOC113248305	Not DIU	0.66585	NO		21.39	56.51	87.46
LOC113248307	LOC113248307	DIU	1.2842E-4	YES	1,3	348.79	326.07	383.27
LOC113248320	LOC113248320	Not DIU	0.067325	YES	1	94.9	91.29	147.96
LOC113248323	LOC113248323	DIU	5.587E-4	NO		760.08	659.91	607.72
LOC113248326	LOC113248326	Not DIU	0.44213	YES	1	194.91	245.28	228.49
LOC113248328	LOC113248328	DIU	2.9027E-4	YES	1,2	227.52	207.59	218.27
LOC113248345	LOC113248345	Not DIU	0.75293	YES	3	16.41	13.42	26.1
LOC113248372	LOC113248372	Not DIU	0.83417	NO		2833.16	2144.81	1757.27
LOC113248376	LOC113248376	Not DIU	0.93918	NO		690.32	568.4	693.59
LOC113248379	LOC113248379	Not DIU	0.6853	NO		482.79	432.54	486.44
LOC113248381	LOC113248381	Not DIU	0.20449	YES	1	1037.29	790.92	793.27
LOC113248392	LOC113248392	Not DIU	0.85417	YES	2	670.2	403.36	413.11
LOC113248404	LOC113248404	Not DIU	0.63727	YES	3	51.81	53.43	50.84
LOC113248430	LOC113248430	Not DIU	0.13506	NO		847.28	816.88	784.99
LOC113248431	LOC113248431	DIU	1.0157E-10	YES	3	1213.17	888.2	793.93
LOC113248432	LOC113248432	Not DIU	0.84051	NO		525.16	306.39	406.76
LOC113248433	LOC113248433	Not DIU	0.29822	NO		401.92	324.18	351.16
LOC113248437	LOC113248437	DIU	0.01281	YES	3	274.36	243.4	266.57
LOC113248443	LOC113248443	Not DIU	0.80399	YES	3	78.52	77.3	75.4
LOC113248444	LOC113248444	DIU	0.037675	YES	3	133.63	89.56	146.58
LOC113248453	LOC113248453	Not DIU	0.90806	NO		83.7	83.15	108.14
LOC113248465	LOC113248465	DIU	0.043029	NO		275.32	262.4	238.32
LOC113248505	LOC113248505	Not DIU	0.81751	YES	1,2	782.07	883.09	959.66
LOC113248507	LOC113248507	Not DIU	0.058708	NO		93.78	77.25	99.77
LOC113248509	LOC113248509	DIU	0.0058812	YES	1	29.75	29.75	31.26
LOC113248512	LOC113248512	DIU	0.0081854	NO		81.62	73.69	137.89
LOC113248513	LOC113248513	Not DIU	0.11711	NO		105.96	101.26	102.53
LOC113248518	LOC113248518	DIU	0.043029	YES	2,3	977.09	1191.76	1249.88
LOC113248523	LOC113248523	DIU	0.0060932	NO		146.42	153.15	218.37
LOC113248539	LOC113248539	Not DIU	0.34763	YES	2,3	674.8	706.06	830.58
LOC113248542	LOC113248542	Not DIU	0.91489	NO		77.72	73.45	63.82
LOC113248553	LOC113248553	DIU	5.5191E-4	YES	2	23.16	25.62	19.57
LOC113248569	LOC113248569	Not DIU	0.55759	YES	2,3	70.5	77.68	15.87
LOC113248579	LOC113248579	DIU	9.7415E-8	NO		1488.05	1180.35	271.79
LOC113248580	LOC113248580	Not DIU	0.83	NO		423.3	301.39	506.11
LOC113248584	LOC113248584	Not DIU	0.52276	YES	2,3	159.22	130.67	78.68
LOC113248592	LOC113248592	Not DIU	0.85332	NO		122.58	91.12	115.05
LOC113248606	LOC113248606	DIU	6.9421E-4	NO		225.19	206.21	192.27
LOC113248611	LOC113248611	Not DIU	0.80135	NO		221.08	224.45	226.45
LOC113248626	LOC113248626	Not DIU	0.93918	NO		203.13	146.09	183.33
LOC113248631	LOC113248631	DIU	0.049787	NO		780.19	852.52	1163.66
LOC113248645	LOC113248645	Not DIU	0.72922	YES	2	90.36	113.97	178.28
LOC113248648	LOC113248648	Not DIU	0.073354	YES	1	158.92	124.07	170.1
LOC113248649	LOC113248649	Not DIU	0.72235	NO		291.94	241.42	262.02
LOC113248653	LOC113248653	DIU	0.0036638	NO		346.98	255.24	211.57
LOC113248656	LOC113248656	Not DIU	0.92723	NO		284.59	262.48	262.24
LOC113248668	LOC113248668	Not DIU	0.067222	YES	1,2	36.4	91.89	188.32
LOC113248686	LOC113248686	Not DIU	0.8168	NO		483.83	467.88	640.95
LOC113248688	LOC113248688	Not DIU	0.97727	NO		304.44	287.82	352.25
LOC113248689	LOC113248689	Not DIU	0.99923	NO		155.26	149.88	134.37
LOC113248694	LOC113248694	Not DIU	0.43631	NO		196.48	190.96	301.52
LOC113248767	LOC113248767	Not DIU	0.53737	YES	1	91.05	66.89	69.43
LOC113248820	LOC113248820	Not DIU	0.85065	YES	3	148.14	103.84	112.64
LOC113248842	LOC113248842	Not DIU	0.92925	YES	3	575.34	450.01	378.37
LOC113248854	LOC113248854	Not DIU	0.088929	NO		105.18	102.55	112.38
LOC113248861	LOC113248861	Not DIU	0.77357	NO		124.3	139.07	199.65
LOC113248896	LOC113248896	Not DIU	0.094058	YES	2	53.88	59.81	111.37
LOC113249004	LOC113249004	Not DIU	0.92584	YES	2	434.4	340.13	314.12
LOC113249006	LOC113249006	Not DIU	0.55027	YES	2,3	354.63	272.38	323.29
LOC113249008	LOC113249008	Not DIU	0.51757	YES	1	431.95	354.23	285.34
LOC113249041	LOC113249041	Not DIU	0.9686	NO		74.69	118.1	114.42
LOC113249096	LOC113249096	Not DIU	0.99838	NO		63.05	63.98	80.31
LOC113249103	LOC113249103	Not DIU	0.92149	NO		572.66	549.93	611.79
LOC113249104	LOC113249104	Not DIU	0.098203	NO		2572.5	2675.96	2875.36
LOC113249139	LOC113249139	Not DIU	0.61395	NO		587.55	556.54	687.16
LOC113249140	LOC113249140	Not DIU	0.054741	NO		1811.03	1729.66	1951.39
LOC113249170	LOC113249170	DIU	0.028174	YES	3	52.8	57.25	21.6
LOC113249190	LOC113249190	Not DIU	0.33295	NO		644.06	646.24	731.39
LOC113249214	LOC113249214	Not DIU	0.37815	YES	3	36.25	22.49	23.11
LOC113249219	LOC113249219	Not DIU	0.50172	NO		217.55	169.26	218.31
LOC113249257	LOC113249257	Not DIU	0.24533	NO		356.83	293.87	392.09
LOC113249271	LOC113249271	Not DIU	0.85156	NO		144.99	149.61	205.38
LOC113249327	LOC113249327	Not DIU	0.94617	NO		208.77	243.08	318.43
LOC113249328	LOC113249328	Not DIU	0.49507	NO		326.28	402.4	385.84
LOC113249352	LOC113249352	DIU	3.5168E-6	NO		141.02	250.99	269.03
LOC113249362	LOC113249362	Not DIU	0.67663	YES	3	75.33	87.93	33.07
LOC113249364	LOC113249364	Not DIU	0.57961	NO		2485.04	1790.85	3178.61
LOC113249365	LOC113249365	Not DIU	0.7237	NO		300.57	419.56	434.68
LOC113249367	LOC113249367	Not DIU	0.63774	NO		275.12	305.16	183.88
LOC113249370	LOC113249370	Not DIU	0.63244	YES	1,3	841.27	882.68	1552.88
LOC113249382	LOC113249382	DIU	0.034121	YES	2,3	53.92	59.77	60.38
LOC113249395	LOC113249395	DIU	0.003835	NO		140.76	116.26	166.39
LOC113249425	LOC113249425	Not DIU	0.095434	NO		127.83	147.15	191.21
LOC113249426	LOC113249426	Not DIU	0.056739	NO		188.24	168.36	150.89
LOC113249476	LOC113249476	DIU	0.0036487	NO		131.42	106.67	124.78
LOC113249569	LOC113249569	Not DIU	0.81033	NO		539.51	594.8	665.0
LOC113249588	LOC113249588	Not DIU	0.3824	NO		111.14	104.06	135.26
LOC113249677	LOC113249677	Not DIU	0.43755	YES	3	26.56	23.51	34.48
LOC113249721	LOC113249721	DIU	0.034724	NO		116.86	120.52	148.27
LOC113249722	LOC113249722	Not DIU	0.23107	NO		150.43	150.06	204.41
LOC113249727	LOC113249727	DIU	2.7177E-4	YES	1	2644.82	1805.1	1195.4
LOC113249736	LOC113249736	Not DIU	0.55362	NO		116.07	137.34	199.3
LOC113249740	LOC113249740	Not DIU	0.89958	NO		498.62	480.4	535.91
LOC113249756	LOC113249756	Not DIU	0.057426	NO		38.68	39.61	55.62
LOC113249762	LOC113249762	Not DIU	0.8913	NO		107.63	107.3	119.35
LOC113249827	LOC113249827	Not DIU	0.81268	NO		68.99	61.6	55.76
LOC113249828	LOC113249828	Not DIU	0.39664	NO		178.72	231.49	260.91
LOC113249837	LOC113249837	Not DIU	0.31681	YES	1,3	72.33	53.3	71.95
LOC113249838	LOC113249838	Not DIU	0.31681	YES	1,3	72.33	53.3	71.95
LOC113249867	LOC113249867	Not DIU	0.14683	NO		69.85	94.73	38.3
LOC113249906	LOC113249906	Not DIU	0.20505	YES	3	217.94	203.24	213.63
LOC113249965	LOC113249965	Not DIU	0.2739	NO		109.8	98.56	101.07
LOC113250006	LOC113250006	Not DIU	0.25387	NO		189.33	192.8	325.8
LOC113250031	LOC113250031	Not DIU	0.99937	YES	2	125.58	106.21	173.41
LOC113250068	LOC113250068	Not DIU	0.5696	NO		33.85	32.11	32.29
LOC113250069	LOC113250069	Not DIU	0.57132	YES	3	287.24	332.43	49.65
LOC113250189	LOC113250189	Not DIU	0.47723	YES	3	72.31	79.18	91.99
LOC113250365	LOC113250365	DIU	0.0058662	NO		399.43	492.86	508.78
LOC113250367	LOC113250367	DIU	3.8231E-4	YES	1	472.0	502.66	573.64
LOC113250406_LOC113250400	LOC113250406_LOC113250400	Not DIU	0.45216	NO		46.11	79.9	52.12
LOC113250431	LOC113250431	Not DIU	0.96387	NO		14.17	29.86	71.51
LOC113250450	LOC113250450	Not DIU	0.17685	YES	2	98.75	66.93	53.82
LOC113250469	LOC113250469	Not DIU	0.38907	NO		137.05	110.97	76.3
LOC113250506	LOC113250506	Not DIU	0.80446	NO		137.52	147.93	100.85
LOC113250508	LOC113250508	Not DIU	0.27574	NO		124.3	111.89	115.97
LOC113250547	LOC113250547	Not DIU	0.20464	YES	1	60.0	75.14	54.31
LOC113250565	LOC113250565	DIU	8.3722E-5	YES	3	818.97	987.92	961.43
LOC113250606	LOC113250606	Not DIU	0.45468	NO		2014.01	1954.42	1423.05
LOC113250660	LOC113250660	DIU	0.048914	NO		39.48	48.72	59.72
LOC113250754	LOC113250754	Not DIU	0.67624	NO		26.5	45.39	73.03
LOC113250766	LOC113250766	Not DIU	0.26151	NO		26.94	28.87	43.66
LOC113250773	LOC113250773	Not DIU	0.27024	NO		29.18	56.81	99.42
LOC113250780	LOC113250780	DIU	0.020717	YES	3	6498.33	9592.06	6886.85
LOC113250837	LOC113250837	Not DIU	0.67883	NO		68.9	54.29	51.25
LOC113250851	LOC113250851	DIU	0.01544	NO		2512.69	3521.96	3651.71
LOC113250863	LOC113250863	Not DIU	0.99621	NO		45.4	54.48	47.48
LOC113251202	LOC113251202	DIU	0.0028564	YES	2	262.01	298.62	344.78
LOC113251208	LOC113251208	Not DIU	0.7287	NO		527.95	512.01	327.05
LOC113251245	LOC113251245	Not DIU	0.66946	YES	3	434.46	653.29	477.2
LOC113251308	LOC113251308	Not DIU	0.52326	NO		354.59	334.86	279.49
LOC113251315	LOC113251315	DIU	9.3027E-5	YES	1,2	688.85	680.08	860.4
LOC113251449	LOC113251449	Not DIU	0.61934	NO		55.58	52.37	43.77
LOC113251513	LOC113251513	Not DIU	0.76561	NO		126.13	152.5	156.21
LOC113251518	LOC113251518	DIU	0.007472	NO		567.35	518.59	532.75
LOC113251647	LOC113251647	Not DIU	0.97261	NO		256.17	232.01	240.84
LOC113251763	LOC113251763	Not DIU	0.26702	YES	3	18.41	13.51	36.44
LOC113251817	LOC113251817	DIU	3.5286E-4	YES	3	196.2	203.7	167.95
LOC113251978	LOC113251978	Not DIU	0.39069	NO		239.59	288.26	230.78
LOC113252091	LOC113252091	Not DIU	0.29624	YES	1	43.87	69.46	74.29
LOC113252107	LOC113252107	Not DIU	0.18302	NO		301.2	254.17	209.88
LOC113252152	LOC113252152	DIU	0.046698	NO		164.61	182.15	198.47
LOC113252167	LOC113252167	DIU	0.027257	YES	1,3	255.16	409.1	260.36
LOC113252186	LOC113252186	DIU	0.0090678	YES	1,2	55.95	64.7	87.22
LOC113252195	LOC113252195	Not DIU	0.89557	NO		114.9	96.03	83.17
LOC113252197	LOC113252197	Not DIU	0.81823	NO		53.82	50.24	54.03
LOC113252203	LOC113252203	Not DIU	0.11239	NO		75.96	90.07	86.33
LOC113252371	LOC113252371	DIU	0.0029536	NO		79.16	76.24	107.36
LOC113252391_LOC113252383	LOC113252391_LOC113252383	Not DIU	0.78241	NO		29.75	34.02	21.39
LOC113252411	LOC113252411	Not DIU	0.78594	YES	2,3	195.47	315.05	275.1
LOC113252430	LOC113252430	DIU	4.4546E-5	NO		1290.59	852.43	725.0
LOC113252436	LOC113252436	Not DIU	0.81551	NO		224.51	264.71	249.79
LOC113252468_IL34	LOC113252468_IL34	Not DIU	0.42701	YES	1,3	317.15	456.44	344.99
LOC113252498	LOC113252498	Not DIU	0.64764	NO		46.38	57.08	58.85
LOC113252531	LOC113252531	Not DIU	0.97261	NO		214.13	120.46	73.03
LOC113252532	LOC113252532	Not DIU	0.57844	NO		96.38	102.09	114.06
LOC113252697	LOC113252697	DIU	2.1337E-8	YES	3	17.89	16.08	17.85
LOC113252724	LOC113252724	Not DIU	0.084605	NO		118.37	139.98	178.09
LOC113252731	LOC113252731	Not DIU	0.12706	NO		49.08	51.53	57.88
LOC113252803	LOC113252803	Not DIU	0.48649	YES	3	31.87	58.57	117.1
LOC113252823_EMC2	LOC113252823_EMC2	Not DIU	0.73766	NO		132.25	123.83	175.48
LOC113252867	LOC113252867	Not DIU	0.21429	NO		71.1	93.41	188.57
LOC113252869	LOC113252869	Not DIU	0.96113	NO		2818.07	2776.45	2188.02
LOC113252870	LOC113252870	Not DIU	0.26316	NO		51.15	29.3	19.12
LOC113252908_LOC113252909	LOC113252908_LOC113252909	Not DIU	0.087398	NO		1087.58	864.61	773.39
LOC113252954	LOC113252954	Not DIU	0.79491	NO		90.86	88.2	77.75
LOC113252965	LOC113252965	Not DIU	0.99544	NO		44.38	45.81	75.91
LOC113252977_RMDN1	LOC113252977_RMDN1	Not DIU	0.38713	NO		452.8	438.3	364.06
LOC113252995	LOC113252995	Not DIU	0.45099	NO		37.24	33.69	31.78
LOC113253016	LOC113253016	Not DIU	0.44034	NO		54.39	67.18	74.65
LOC113253023	LOC113253023	DIU	8.2438E-5	NO		288.45	281.29	197.08
LOC113253031	LOC113253031	Not DIU	0.89366	NO		347.67	264.86	142.57
LOC113253206	LOC113253206	Not DIU	0.53708	NO		205.95	84.85	37.15
LOC113253240	LOC113253240	Not DIU	0.95834	NO		61.63	69.21	100.13
LOC113253245	LOC113253245	DIU	0.012568	YES	3	35.28	34.48	45.4
LOC113253249	LOC113253249	Not DIU	0.10387	NO		5365.77	5188.96	5412.54
LOC113253334	LOC113253334	DIU	8.4401E-8	YES	1,2	1076.26	1001.86	817.44
LOC113253335	LOC113253335	Not DIU	0.3264	NO		1218.29	1142.23	1018.03
LOC113253337	LOC113253337	Not DIU	0.065079	NO		102.67	119.28	125.32
LOC113253365	LOC113253365	DIU	0.012325	YES	1	23.4	18.7	12.61
LOC113253397	LOC113253397	Not DIU	0.42667	NO		199.89	92.82	68.71
LOC113253421	LOC113253421	Not DIU	0.10672	NO		122.38	143.32	110.4
LOC113253437	LOC113253437	Not DIU	0.40441	YES	2	207.28	197.98	124.67
LOC113253450	LOC113253450	Not DIU	0.48022	NO		101.22	95.9	161.96
LOC113253501	LOC113253501	DIU	0.035304	NO		157.25	149.53	91.27
LOC113253526	LOC113253526	DIU	1.3306E-14	YES	2,3	3045.95	1467.27	1178.79
LOC113253545	LOC113253545	Not DIU	0.84131	NO		80.86	78.5	75.66
LOC113253553	LOC113253553	DIU	0.037389	NO		86.79	89.3	92.27
LOC113253631	LOC113253631	DIU	0.0055096	NO		471.7	395.81	460.79
LOC113253740	LOC113253740	Not DIU	0.41504	NO		239.7	246.02	252.44
LOC113253742	LOC113253742	Not DIU	0.88884	NO		68.26	59.16	52.17
LOC113253769	LOC113253769	Not DIU	0.17003	YES	1,3	144.29	74.54	26.11
LOC113253800	LOC113253800	Not DIU	0.72559	YES	2	57.67	53.78	66.53
LOC113253825	LOC113253825	DIU	0.018956	NO		25.01	41.35	34.16
LOC113253875	LOC113253875	Not DIU	0.89409	NO		32.42	33.98	34.73
LOC113253876	LOC113253876	Not DIU	0.10302	YES	1	192.79	210.69	211.18
LOC113253906	LOC113253906	Not DIU	0.089269	NO		22.16	262.33	128.35
LOC113253952	LOC113253952	DIU	0.040419	NO		642.35	442.98	431.87
LOC113253957	LOC113253957	Not DIU	0.69894	YES	2	35.71	19.06	15.81
LOC113253966	LOC113253966	Not DIU	0.50428	NO		68.12	74.24	60.04
LOC113254009	LOC113254009	Not DIU	0.42567	YES	1	38.16	54.01	65.78
LOC113254095	LOC113254095	Not DIU	0.93024	NO		117.92	118.14	115.62
LOC113254111	LOC113254111	Not DIU	0.45405	NO		80.65	86.33	76.87
LOC113254124	LOC113254124	Not DIU	0.56248	NO		36.77	31.71	52.12
LOC113254133	LOC113254133	Not DIU	0.49746	YES	1	262.29	264.79	236.11
LOC113254153	LOC113254153	Not DIU	0.21821	YES	2	33.25	26.24	81.76
LOC113254155	LOC113254155	Not DIU	0.46665	NO		15.2	14.18	43.08
LOC113254331	LOC113254331	Not DIU	0.38405	NO		144.07	156.35	361.89
LOC113254331_RNPC3	LOC113254331_RNPC3	Not DIU	0.1904	YES	1,2	247.64	300.61	490.3
LOC113254378	LOC113254378	Not DIU	0.3339	YES	3	1501.66	1349.75	1122.75
LOC113254385	LOC113254385	DIU	5.7176E-6	NO		171.78	127.3	120.07
LOC113254393	LOC113254393	Not DIU	0.84095	NO		131.9	124.12	190.3
LOC113254431	LOC113254431	Not DIU	0.69112	NO		52.56	25.47	2.65
LOC113254434	LOC113254434	DIU	0.0088355	NO		1304.75	1277.9	1363.75
LOC113254436	LOC113254436	Not DIU	0.92225	NO		694.08	496.46	368.53
LOC113254444	LOC113254444	DIU	9.2424E-7	YES	3	52.19	52.75	38.74
LOC113254465	LOC113254465	Not DIU	0.90278	NO		8.43	33.67	41.41
LOC113254487	LOC113254487	Not DIU	0.81823	NO		115.71	101.01	123.03
LOC113254515	LOC113254515	DIU	0.0071013	YES	3	137.92	151.88	62.47
LOC113254576	LOC113254576	Not DIU	0.16046	NO		521.02	588.22	497.37
LOC113254636	LOC113254636	Not DIU	0.18906	NO		35.99	53.63	45.97
LOC113254674	LOC113254674	Not DIU	0.8669	NO		62.13	64.0	49.73
LOC113254711	LOC113254711	Not DIU	0.88865	NO		660.92	544.24	267.8
LOC113254720	LOC113254720	Not DIU	0.34403	NO		39.76	49.58	83.78
LOC113254766	LOC113254766	Not DIU	0.69319	NO		37.24	52.57	51.95
LOC113254891	LOC113254891	Not DIU	0.43061	NO		82.2	108.05	99.21
LOC113254988	LOC113254988	Not DIU	0.96598	NO		22.38	25.48	45.89
LOC113254994	LOC113254994	Not DIU	0.27079	NO		796.11	953.15	1168.47
LOC113255041	LOC113255041	Not DIU	0.63633	YES	1,3	35.13	22.37	16.12
LOC113255096	LOC113255096	Not DIU	0.47465	NO		125.34	147.51	253.39
LOC113255116	LOC113255116	Not DIU	0.4951	YES	2	33.55	38.7	35.32
LOC113255127	LOC113255127	DIU	0.037152	NO		80.68	81.28	63.73
LOC113255131	LOC113255131	Not DIU	0.22329	NO		1618.13	1035.37	802.43
LOC113255141_ATP6AP1L	LOC113255141_ATP6AP1L	DIU	3.6769E-5	NO		593.08	658.21	564.54
LOC113255164	LOC113255164	Not DIU	0.27914	YES	2	148.06	119.53	58.9
LOC113255185	LOC113255185	DIU	0.016538	YES	2	33.95	49.23	81.91
LOC113255237	LOC113255237	Not DIU	0.98175	NO		60.46	65.86	77.39
LOC113255246	LOC113255246	Not DIU	0.57793	NO		230.56	205.32	205.89
LOC113255248	LOC113255248	Not DIU	0.59946	YES	3	91.13	83.57	102.49
LOC113255306	LOC113255306	Not DIU	0.66029	YES	2,3	37.67	49.17	57.57
LOC113255366	LOC113255366	Not DIU	0.95631	NO		55.55	53.63	103.84
LOC113255514	LOC113255514	Not DIU	0.56656	NO		278.45	306.24	288.23
LOC113255603	LOC113255603	Not DIU	0.088127	NO		430.75	478.98	591.08
LOC113255643	LOC113255643	Not DIU	0.77267	NO		45.0	45.0	22.55
LOC113255644	LOC113255644	Not DIU	0.48676	NO		130.29	57.74	49.31
LOC113255713	LOC113255713	Not DIU	0.90862	NO		79.92	93.81	78.58
LOC113255988	LOC113255988	Not DIU	0.93633	NO		73.14	66.4	71.51
LOC113256076	LOC113256076	Not DIU	0.19637	YES	3	53.61	85.12	21.41
LOC113256095_ARL1	LOC113256095_ARL1	DIU	0.012925	NO		224.31	193.47	255.91
LOC113256145_VEZT	LOC113256145_VEZT	Not DIU	0.71205	NO		132.22	113.66	84.93
LOC113256189	LOC113256189	Not DIU	0.8642	NO		70.05	67.98	69.44
LOC113256311	LOC113256311	Not DIU	0.67318	NO		37.72	47.63	74.69
LOC113256322	LOC113256322	Not DIU	0.53587	NO		45.39	64.92	55.93
LOC113256334_XPOT	LOC113256334_XPOT	Not DIU	0.056699	NO		780.14	678.04	695.42
